game_id,Team,Date,SeasonEnd,Type,Place,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3PP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,TF,PTS,OppPTS,has_lines,favorite,ML,Spread,Total
3280,Nebraska,2010-01-13,2010,REG,H,23,53,0.434,12,32,0.375,11,21,0.524,15,21,0.714,6,11,17,18,5,2,9,20,72,84,True,0.0,575.0,12.0,134.0
3281,Nebraska,2010-01-16,2010,REG,H,23,63,0.365,18,44,0.409,5,19,0.263,2,8,0.25,8,25,33,10,10,4,9,13,53,56,True,1.0,-160.0,-4.0,136.0
3282,Nebraska,2010-01-23,2010,REG,A,18,44,0.409,14,28,0.5,4,16,0.25,13,17,0.765,6,22,28,8,4,2,12,16,53,70,True,0.0,700.0,13.0,139.0
3284,Nebraska,2010-01-30,2010,REG,H,24,54,0.444,19,43,0.442,5,11,0.455,10,14,0.714,10,24,34,11,6,3,9,15,63,46,True,1.0,-230.0,-6.0,133.0
3286,Nebraska,2010-02-06,2010,REG,A,23,54,0.426,13,37,0.351,10,17,0.588,8,15,0.533,12,20,32,14,9,3,18,24,64,75,True,0.0,2000.0,21.0,133.0
3287,Nebraska,2010-02-10,2010,REG,H,18,57,0.316,14,36,0.389,4,21,0.19,13,16,0.813,7,15,22,11,3,2,3,21,53,55,True,0.0,130.0,3.0,133.0
3295,Nebraska,2010-03-10,2010,CTOURN,N,24,43,0.558,16,29,0.552,8,14,0.571,19,22,0.864,6,27,33,17,4,1,13,17,75,60,True,0.0,463.0,11.0,132.0
3296,Nebraska,2010-03-11,2010,CTOURN,N,23,46,0.5,16,27,0.593,7,19,0.368,11,14,0.786,4,21,25,19,4,3,14,17,64,70,True,0.0,315.0,8.0,123.0
3297,Nebraska,2010-11-12,2011,REG,H,27,62,0.435,24,48,0.5,3,14,0.214,19,21,0.905,11,29,40,17,5,3,14,12,76,68,False,,,,
3300,Nebraska,2010-11-19,2011,REG,N,21,47,0.447,19,36,0.528,2,11,0.182,23,31,0.742,6,28,34,10,10,6,15,22,67,70,True,1.0,-185.0,-4.0,134.0
3302,Nebraska,2010-11-27,2011,REG,H,24,48,0.5,18,33,0.545,6,15,0.4,6,11,0.545,6,20,26,12,7,5,13,12,60,58,True,1.0,-224.0,-6.0,122.0
3304,Nebraska,2010-12-05,2011,REG,H,22,59,0.373,13,28,0.464,9,31,0.29,6,8,0.75,6,29,35,14,2,3,8,11,59,54,True,1.0,-340.0,-7.0,126.0
3305,Nebraska,2010-12-08,2011,REG,H,29,60,0.483,26,43,0.605,3,17,0.176,17,27,0.63,11,34,45,18,13,5,18,16,78,57,False,,,,
3306,Nebraska,2010-12-11,2011,REG,H,24,48,0.5,14,31,0.452,10,17,0.588,12,15,0.8,7,30,37,9,5,3,17,14,70,56,True,1.0,-425.0,-9.0,129.0
3311,Nebraska,2011-01-08,2011,REG,H,22,60,0.367,18,43,0.419,4,17,0.235,15,24,0.625,13,27,40,13,10,6,7,13,63,62,True,1.0,-220.0,-5.0,128.0
3314,Nebraska,2011-01-18,2011,REG,H,30,53,0.566,26,36,0.722,4,17,0.235,15,18,0.833,7,24,31,18,8,3,13,14,79,67,True,1.0,-170.0,-4.0,134.0
3315,Nebraska,2011-01-22,2011,REG,A,23,51,0.451,17,35,0.486,6,16,0.375,19,26,0.731,7,16,23,11,5,1,13,21,71,72,True,1.0,-170.0,-4.0,139.0
3316,Nebraska,2011-01-29,2011,REG,H,21,48,0.438,18,33,0.545,3,15,0.2,12,17,0.706,5,20,25,9,6,2,7,14,57,48,True,1.0,-127.0,-2.0,123.0
3318,Nebraska,2011-02-05,2011,REG,H,23,56,0.411,16,36,0.444,7,20,0.35,13,17,0.765,5,22,27,13,7,3,13,24,66,86,True,0.0,196.0,6.0,133.0
3320,Nebraska,2011-02-12,2011,REG,H,22,50,0.44,16,31,0.516,6,19,0.316,15,18,0.833,11,24,35,13,8,3,13,18,65,54,True,1.0,-214.0,-6.0,127.0
3322,Nebraska,2011-02-19,2011,REG,H,24,51,0.471,20,41,0.488,4,10,0.4,18,25,0.72,9,22,31,12,6,2,11,22,70,67,True,0.0,246.0,7.0,124.0
3324,Nebraska,2011-02-26,2011,REG,A,32,67,0.478,20,45,0.444,12,22,0.545,6,13,0.462,12,21,33,15,6,3,8,18,82,83,True,1.0,-117.0,-1.0,135.0
3327,Nebraska,2011-03-09,2011,CTOURN,N,19,55,0.345,15,36,0.417,4,19,0.211,10,15,0.667,10,22,32,12,4,4,10,17,52,53,True,1.0,-180.0,-4.0,123.0
3331,Nebraska,2011-11-20,2012,REG,H,32,56,0.571,22,33,0.667,10,23,0.435,9,12,0.75,6,23,29,24,10,1,13,17,83,63,True,1.0,-610.0,-11.0,137.0
3332,Nebraska,2011-11-23,2012,REG,H,24,51,0.471,17,32,0.531,7,19,0.368,21,25,0.84,3,25,28,15,4,5,14,26,76,83,True,1.0,-360.0,-8.0,131.0
3334,Nebraska,2011-11-30,2012,REG,H,22,57,0.386,16,34,0.471,6,23,0.261,3,4,0.75,6,22,28,14,5,6,8,13,53,55,True,1.0,-825.0,-12.0,141.0
3339,Nebraska,2011-12-20,2012,REG,H,23,46,0.5,17,28,0.607,6,18,0.333,20,26,0.769,11,16,27,17,8,2,14,17,72,69,True,1.0,-980.0,-13.0,118.0
2552,Nebraska,2012-01-07,2012,REG,A,18,36,0.5,13,22,0.591,5,14,0.357,13,19,0.684,3,21,24,8,5,3,20,18,54,59,True,0.0,450.0,11.0,117.0
1938,Nebraska,2012-01-11,2012,REG,H,22,40,0.55,15,21,0.714,7,19,0.368,19,29,0.655,4,25,29,14,8,6,16,14,70,58,True,1.0,-250.0,-6.0,116.0
869,Nebraska,2012-02-08,2012,REG,H,18,46,0.391,13,28,0.464,5,18,0.278,5,6,0.833,8,19,27,7,3,1,13,8,46,62,True,0.0,130.0,3.0,122.0
1943,Nebraska,2012-02-11,2012,REG,A,19,48,0.396,13,28,0.464,6,20,0.3,7,11,0.636,4,16,20,11,7,2,10,14,51,67,True,0.0,140.0,4.0,122.0
1261,Nebraska,2012-02-25,2012,REG,A,14,48,0.292,12,31,0.387,2,17,0.118,4,5,0.8,4,14,18,8,9,0,11,14,34,62,True,0.0,1465.0,17.0,128.0
2828,Nebraska,2012-02-29,2012,REG,H,19,52,0.365,15,28,0.536,4,24,0.167,11,13,0.846,8,20,28,15,8,3,11,17,53,62,True,1.0,-135.0,-2.0,134.0
3344,Nebraska,2012-03-08,2012,CTOURN,N,22,53,0.415,14,26,0.538,8,27,0.296,9,10,0.9,7,15,22,13,6,1,8,12,61,79,True,0.0,380.0,9.0,129.0
3346,Nebraska,2012-11-15,2013,REG,H,19,51,0.373,14,39,0.359,5,12,0.417,7,11,0.636,5,24,29,12,1,5,12,20,50,48,True,0.0,180.0,5.0,124.0
3347,Nebraska,2012-11-18,2013,REG,H,32,69,0.464,29,47,0.617,3,22,0.136,8,9,0.889,15,20,35,14,6,1,9,18,75,62,True,1.0,-1650.0,-15.0,
3352,Nebraska,2012-12-06,2013,REG,H,18,56,0.321,14,40,0.35,4,16,0.25,2,6,0.333,7,22,29,9,3,5,12,17,42,64,True,0.0,315.0,8.0,
3353,Nebraska,2012-12-15,2013,REG,A,15,49,0.306,12,32,0.375,3,17,0.176,5,7,0.714,4,17,21,7,9,0,16,18,38,60,True,0.0,945.0,14.0,134.0
3354,Nebraska,2012-12-18,2013,REG,H,21,46,0.457,21,41,0.512,0,5,0.0,17,21,0.81,8,25,33,12,5,3,12,16,59,55,True,1.0,-355.0,-8.0,
3357,Nebraska,2012-12-29,2013,REG,H,22,48,0.458,18,36,0.5,4,12,0.333,20,33,0.606,8,24,32,11,5,2,7,18,68,59,False,,,,
1285,Nebraska,2013-01-13,2013,REG,A,23,58,0.397,18,39,0.462,5,19,0.263,5,8,0.625,8,21,29,13,8,5,12,18,56,66,True,0.0,1750.0,18.0,118.0
1963,Nebraska,2013-01-19,2013,REG,A,24,51,0.471,20,38,0.526,4,13,0.308,16,16,1.0,4,22,26,12,8,4,10,20,68,64,True,0.0,160.0,4.0,121.0
3105,Nebraska,2013-01-29,2013,REG,A,24,44,0.545,15,30,0.5,9,14,0.643,8,15,0.533,4,13,17,13,2,0,11,17,65,84,True,0.0,3000.0,18.0,125.0
1649,Nebraska,2013-02-02,2013,REG,H,23,62,0.371,17,36,0.472,6,26,0.231,4,5,0.8,13,21,34,8,5,5,9,17,56,63,True,0.0,635.0,12.0,123.0
2852,Nebraska,2013-02-23,2013,REG,H,26,56,0.464,21,41,0.512,5,15,0.333,7,14,0.5,8,19,27,7,5,3,10,13,64,60,True,0.0,225.0,6.0,126.0
3361,Nebraska,2013-02-26,2013,REG,A,20,61,0.328,17,50,0.34,3,11,0.273,3,5,0.6,6,23,29,6,4,0,10,16,46,77,True,0.0,1320.0,17.0,113.0
3107,Nebraska,2013-03-06,2013,REG,H,16,45,0.356,11,30,0.367,5,15,0.333,16,20,0.8,7,21,28,11,4,5,8,22,53,51,True,0.0,340.0,9.0,126.0
3364,Nebraska,2013-11-12,2014,REG,H,22,50,0.44,17,37,0.459,5,13,0.385,13,22,0.591,7,22,29,6,7,1,8,16,62,47,True,1.0,-1000.0,-13.0,135.0
3366,Nebraska,2013-11-21,2014,REG,N,28,66,0.424,23,50,0.46,5,16,0.313,29,39,0.744,16,16,32,6,10,5,13,34,90,96,True,0.0,175.0,5.0,148.0
3367,Nebraska,2013-11-22,2014,REG,N,28,65,0.431,22,45,0.489,6,20,0.3,12,18,0.667,7,15,22,7,9,1,6,24,74,87,True,0.0,100.0,1.0,145.0
3369,Nebraska,2013-11-30,2014,REG,H,20,50,0.4,17,35,0.486,3,15,0.2,20,33,0.606,11,26,37,10,10,6,16,22,63,58,True,1.0,-2335.0,-18.0,127.0
3370,Nebraska,2013-12-04,2014,REG,H,18,46,0.391,11,26,0.423,7,20,0.35,17,22,0.773,6,27,33,12,10,5,11,16,60,49,True,1.0,-220.0,-5.0,125.0
3371,Nebraska,2013-12-08,2014,REG,A,22,52,0.423,17,33,0.515,5,19,0.263,18,26,0.692,5,23,28,13,4,2,9,23,67,82,True,0.0,650.0,13.0,147.0
930,Nebraska,2014-01-09,2014,REG,H,26,49,0.531,19,29,0.655,7,20,0.35,11,12,0.917,8,17,25,10,5,2,13,12,70,71,True,0.0,205.0,6.0,134.0
1677,Nebraska,2014-01-20,2014,REG,H,23,46,0.5,21,33,0.636,2,13,0.154,20,26,0.769,4,27,31,6,8,2,17,18,68,62,True,0.0,295.0,8.0,131.0
1988,Nebraska,2014-01-23,2014,REG,A,19,53,0.358,9,30,0.3,10,23,0.435,6,10,0.6,8,27,35,10,3,3,12,17,54,58,True,0.0,190.0,5.0,141.0
155,Nebraska,2014-01-30,2014,REG,H,19,44,0.432,11,25,0.44,8,19,0.421,14,19,0.737,5,16,21,10,7,2,14,15,60,55,True,1.0,-135.0,-2.0,138.0
1323,Nebraska,2014-02-16,2014,REG,A,19,53,0.358,10,23,0.435,9,30,0.3,13,21,0.619,9,25,34,10,7,2,5,18,60,51,True,0.0,970.0,14.0,135.0
1992,Nebraska,2014-02-20,2014,REG,H,19,43,0.442,14,28,0.5,5,15,0.333,37,48,0.771,8,25,33,5,4,6,13,24,80,67,True,1.0,-225.0,-5.0,135.0
3377,Nebraska,2014-02-23,2014,REG,H,26,56,0.464,20,36,0.556,6,20,0.3,18,27,0.667,4,31,35,13,10,5,9,26,76,57,True,1.0,-250.0,-6.0,134.0
164,Nebraska,2014-03-05,2014,REG,A,25,55,0.455,19,38,0.5,6,17,0.353,14,19,0.737,8,25,33,6,6,2,9,17,70,60,True,0.0,230.0,6.0,132.0
3379,Nebraska,2014-03-09,2014,REG,H,26,50,0.52,20,39,0.513,6,11,0.545,19,25,0.76,1,24,25,9,6,2,5,17,77,68,True,0.0,130.0,3.0,131.0
1688,Nebraska,2014-03-14,2014,CTOURN,N,22,60,0.367,16,40,0.4,6,20,0.3,17,20,0.85,8,23,31,9,7,2,9,26,67,71,True,0.0,210.0,6.0,124.0
3380,Nebraska,2014-03-21,2014,NCAA,N,23,54,0.426,19,33,0.576,4,21,0.19,10,16,0.625,5,19,24,7,9,7,11,29,60,74,True,0.0,155.0,4.0,130.0
3381,Nebraska,2014-11-16,2015,REG,H,23,48,0.479,15,26,0.577,8,22,0.364,26,30,0.867,6,25,31,10,6,7,10,22,80,61,False,,,,
3383,Nebraska,2014-11-22,2015,REG,A,21,57,0.368,18,37,0.486,3,20,0.15,17,22,0.773,6,24,30,10,6,6,16,23,62,66,True,1.0,-120.0,-2.0,
3389,Nebraska,2014-12-13,2015,REG,H,16,49,0.327,12,32,0.375,4,17,0.235,20,23,0.87,8,34,42,3,5,4,22,21,56,55,True,1.0,-205.0,-5.0,122.0
3392,Nebraska,2014-12-25,2015,REG,N,23,51,0.451,19,36,0.528,4,15,0.267,21,27,0.778,7,30,37,9,10,4,11,16,71,58,True,1.0,-215.0,-5.0,129.0
180,Nebraska,2014-12-31,2015,REG,H,23,59,0.39,16,41,0.39,7,18,0.389,12,17,0.706,5,24,29,11,7,5,7,17,65,70,True,1.0,-175.0,-4.0,137.0
2896,Nebraska,2015-01-05,2015,REG,A,22,48,0.458,20,34,0.588,2,14,0.143,13,21,0.619,6,19,25,5,3,3,10,24,59,70,True,0.0,380.0,10.0,126.0
2626,Nebraska,2015-01-11,2015,REG,H,21,49,0.429,15,32,0.469,6,17,0.353,5,5,1.0,4,31,35,10,5,4,12,10,53,43,True,1.0,-155.0,-3.0,124.0
3393,Nebraska,2015-01-15,2015,REG,A,21,50,0.42,16,33,0.485,5,17,0.294,8,14,0.571,6,15,21,9,5,0,5,18,55,70,True,0.0,930.0,15.0,121.0
3151,Nebraska,2015-01-20,2015,REG,H,17,42,0.405,13,23,0.565,4,19,0.211,14,21,0.667,3,33,36,12,6,1,14,21,52,49,True,1.0,-135.0,-2.0,130.0
1350,Nebraska,2015-01-24,2015,REG,H,22,45,0.489,16,28,0.571,6,17,0.353,29,37,0.784,5,21,26,6,7,2,9,22,79,77,True,0.0,118.0,2.0,120.0
3394,Nebraska,2015-02-03,2015,REG,H,27,43,0.628,17,22,0.773,10,21,0.476,12,15,0.8,5,19,24,17,5,1,12,13,76,60,True,1.0,-370.0,-8.0,118.0
586,Nebraska,2015-02-19,2015,REG,A,26,59,0.441,16,33,0.485,10,26,0.385,3,7,0.429,8,23,31,15,4,0,12,21,65,69,True,0.0,325.0,8.0,122.0
1711,Nebraska,2015-02-26,2015,REG,A,22,51,0.431,16,32,0.5,6,19,0.316,7,14,0.5,9,18,27,10,5,2,12,18,57,81,True,0.0,825.0,14.0,125.0
3397,Nebraska,2015-11-14,2016,REG,H,31,57,0.544,21,35,0.6,10,22,0.455,25,34,0.735,11,31,42,17,11,3,15,21,97,51,False,,,,
3398,Nebraska,2015-11-17,2016,REG,A,23,61,0.377,16,38,0.421,7,23,0.304,10,13,0.769,11,21,32,9,7,2,22,21,63,87,True,0.0,2390.0,19.0,141.0
3401,Nebraska,2015-11-24,2016,REG,H,21,55,0.382,19,36,0.528,2,19,0.105,23,32,0.719,14,31,45,10,5,4,11,21,67,44,False,,,,
3402,Nebraska,2015-11-27,2016,REG,N,22,52,0.423,15,36,0.417,7,16,0.438,10,11,0.909,5,21,26,12,9,4,12,20,61,65,True,0.0,600.0,13.0,135.0
3404,Nebraska,2015-12-01,2016,REG,H,27,64,0.422,18,46,0.391,9,18,0.5,9,12,0.75,8,25,33,10,7,4,11,22,72,77,True,0.0,250.0,7.0,142.0
3405,Nebraska,2015-12-05,2016,REG,H,21,49,0.429,17,33,0.515,4,16,0.25,27,36,0.75,11,21,32,10,12,5,12,18,73,63,False,,,,
3406,Nebraska,2015-12-09,2016,REG,A,27,68,0.397,23,47,0.489,4,21,0.19,9,13,0.692,9,27,36,11,8,5,14,26,67,83,True,0.0,195.0,6.0,148.0
3407,Nebraska,2015-12-13,2016,REG,H,22,43,0.512,16,35,0.457,6,8,0.75,20,24,0.833,4,20,24,12,7,4,16,12,70,67,True,1.0,-120.0,-1.0,134.0
3408,Nebraska,2015-12-20,2016,REG,H,21,48,0.438,15,26,0.577,6,22,0.273,10,20,0.5,9,27,36,10,7,3,16,22,58,69,True,1.0,-1000.0,-13.0,142.0
3409,Nebraska,2015-12-22,2016,REG,H,28,56,0.5,24,42,0.571,4,14,0.286,21,29,0.724,11,25,36,17,9,0,12,18,81,50,False,,,,
2920,Nebraska,2016-01-05,2016,REG,A,25,58,0.431,18,38,0.474,7,20,0.35,9,16,0.563,10,22,32,8,4,2,8,26,66,77,True,0.0,800.0,14.0,142.0
616,Nebraska,2016-02-03,2016,REG,H,21,66,0.318,14,43,0.326,7,23,0.304,16,22,0.727,13,18,31,6,9,1,6,18,65,70,True,0.0,200.0,6.0,142.0
3412,Nebraska,2016-02-10,2016,REG,A,24,59,0.407,20,46,0.435,4,13,0.308,9,12,0.75,12,19,31,7,3,4,10,23,61,72,True,0.0,320.0,8.0,134.0
227,Nebraska,2016-02-17,2016,REG,A,26,53,0.491,20,38,0.526,6,15,0.4,6,10,0.6,4,20,24,12,5,3,11,19,64,80,True,0.0,600.0,12.0,148.0
3415,Nebraska,2016-03-10,2016,CTOURN,N,23,49,0.469,21,41,0.512,2,8,0.25,22,28,0.786,4,31,35,4,9,7,13,22,70,58,True,0.0,240.0,6.0,129.0
624,Nebraska,2016-03-11,2016,CTOURN,N,31,66,0.47,20,35,0.571,11,31,0.355,13,14,0.929,10,17,27,9,6,5,8,19,86,97,True,0.0,350.0,9.0,137.0
3416,Nebraska,2016-11-13,2017,REG,H,31,65,0.477,25,54,0.463,6,11,0.545,15,18,0.833,11,30,41,13,5,3,11,17,83,61,True,1.0,,-17.0,138.0
3417,Nebraska,2016-11-15,2017,REG,H,26,52,0.5,18,29,0.621,8,23,0.348,10,12,0.833,10,33,43,16,3,7,16,15,70,38,False,,,,
3418,Nebraska,2016-11-19,2017,REG,H,19,51,0.373,13,33,0.394,6,18,0.333,21,24,0.875,7,25,32,8,6,5,11,15,65,54,True,1.0,-425.0,-9.0,150.0
3421,Nebraska,2016-11-27,2017,REG,N,17,57,0.298,13,36,0.361,4,21,0.19,15,18,0.833,12,23,35,8,9,4,14,20,53,66,True,0.0,210.0,6.0,144.0
3422,Nebraska,2016-11-30,2017,REG,A,25,63,0.397,21,45,0.467,4,18,0.222,4,7,0.571,14,24,38,6,9,5,16,20,58,60,True,0.0,460.0,11.0,138.0
3423,Nebraska,2016-12-03,2017,REG,H,25,59,0.424,16,36,0.444,9,23,0.391,14,16,0.875,7,31,38,19,8,4,15,12,73,61,True,1.0,-1400.0,-14.0,136.0
3425,Nebraska,2016-12-10,2017,REG,A,27,69,0.391,24,62,0.387,3,7,0.429,15,18,0.833,16,19,35,12,8,3,12,17,72,89,True,0.0,,20.0,140.0
3427,Nebraska,2016-12-20,2017,REG,H,27,56,0.482,20,34,0.588,7,22,0.318,20,30,0.667,12,19,31,12,8,5,12,15,81,76,False,,,,
2941,Nebraska,2017-01-05,2017,REG,H,32,70,0.457,22,47,0.468,10,23,0.435,19,35,0.543,12,26,38,18,14,7,12,18,93,90,True,1.0,-135.0,-3.0,149.0
3428,Nebraska,2017-01-08,2017,REG,H,25,58,0.431,19,42,0.452,6,16,0.375,10,13,0.769,11,18,29,12,6,3,9,13,66,74,True,1.0,-110.0,0.0,137.0
3429,Nebraska,2017-01-26,2017,REG,A,23,63,0.365,20,48,0.417,3,15,0.2,12,19,0.632,10,26,36,12,6,4,12,19,61,73,True,0.0,350.0,9.0,136.0
3430,Nebraska,2017-01-29,2017,REG,H,28,65,0.431,19,48,0.396,9,17,0.529,18,24,0.75,13,24,37,13,4,4,9,16,83,80,True,0.0,265.0,7.0,144.0
2944,Nebraska,2017-02-05,2017,REG,A,27,64,0.422,24,44,0.545,3,20,0.15,13,16,0.813,14,24,38,11,5,1,14,24,70,81,True,0.0,180.0,5.0,151.0
1421,Nebraska,2017-02-23,2017,REG,A,23,59,0.39,18,46,0.391,5,13,0.385,21,28,0.75,8,27,35,13,5,2,10,26,72,88,True,0.0,160.0,4.0,132.0
1040,Nebraska,2017-03-05,2017,REG,H,21,51,0.412,19,36,0.528,2,15,0.133,13,22,0.591,10,13,23,11,6,0,16,14,57,93,True,0.0,200.0,6.0,138.0
3432,Nebraska,2017-11-11,2018,REG,H,22,57,0.386,17,41,0.415,5,16,0.313,23,39,0.59,14,26,40,11,6,9,12,16,72,68,True,1.0,-800.0,-12.0,147.0
3434,Nebraska,2017-11-16,2018,REG,A,16,57,0.281,10,31,0.323,6,26,0.231,18,24,0.75,9,25,34,9,4,5,16,20,56,79,True,0.0,240.0,7.0,152.0
3436,Nebraska,2017-11-23,2018,REG,N,21,61,0.344,15,40,0.375,6,21,0.286,11,13,0.846,12,19,31,13,8,5,13,24,59,68,True,0.0,160.0,4.0,138.0
3437,Nebraska,2017-11-24,2018,REG,N,34,60,0.567,23,36,0.639,11,24,0.458,5,8,0.625,10,22,32,23,7,6,8,15,84,59,True,1.0,-800.0,-12.0,144.0
3438,Nebraska,2017-11-26,2018,REG,N,32,67,0.478,25,51,0.49,7,16,0.438,14,18,0.778,10,15,25,21,15,7,12,18,85,80,True,1.0,-500.0,-9.0,147.0
3440,Nebraska,2017-12-09,2018,REG,A,27,71,0.38,18,45,0.4,9,26,0.346,2,3,0.667,9,20,29,16,7,3,7,20,65,75,True,0.0,650.0,13.0,158.0
3446,Nebraska,2018-01-06,2018,REG,A,22,54,0.407,16,37,0.432,6,17,0.353,12,16,0.75,4,23,27,12,10,1,15,19,62,74,True,0.0,2000.0,21.0,148.0
2092,Nebraska,2018-01-12,2018,REG,A,25,68,0.368,16,42,0.381,9,26,0.346,15,24,0.625,10,25,35,12,7,6,6,17,74,76,True,0.0,275.0,8.0,141.0
1066,Nebraska,2018-01-18,2018,REG,H,26,47,0.553,21,36,0.583,5,11,0.455,15,23,0.652,7,21,28,12,9,4,9,14,72,52,True,0.0,190.0,6.0,136.0
3448,Nebraska,2018-01-29,2018,REG,A,23,56,0.411,19,37,0.514,4,19,0.211,24,28,0.857,3,28,31,10,6,4,6,26,74,63,True,0.0,148.0,4.0,131.0
3210,Nebraska,2018-02-06,2018,REG,A,31,61,0.508,20,38,0.526,11,23,0.478,18,22,0.818,10,25,35,19,2,5,8,17,91,85,True,0.0,160.0,4.0,145.0
2423,Nebraska,2018-02-10,2018,REG,H,25,55,0.455,22,40,0.55,3,15,0.2,14,19,0.737,11,27,38,14,6,8,11,10,67,55,True,1.0,-550.0,-10.0,131.0
2703,Nebraska,2018-02-18,2018,REG,A,23,53,0.434,13,27,0.481,10,26,0.385,10,18,0.556,4,23,27,13,3,6,9,15,66,72,True,0.0,-110.0,0.0,145.0
298,Nebraska,2018-02-20,2018,REG,H,25,62,0.403,19,40,0.475,6,22,0.273,10,17,0.588,17,18,35,15,9,4,13,13,66,57,True,1.0,-160.0,-3.0,139.0
1077,Nebraska,2018-03-02,2018,CTOURN,N,16,53,0.302,12,37,0.324,4,16,0.25,22,27,0.815,6,21,27,5,3,8,10,18,58,77,True,0.0,190.0,5.0,134.0
3452,Nebraska,2018-11-14,2019,REG,H,26,63,0.413,18,40,0.45,8,23,0.348,20,27,0.741,14,27,41,15,7,6,8,16,80,57,True,1.0,-380.0,-8.0,145.0
3453,Nebraska,2018-11-19,2019,REG,N,31,61,0.508,18,28,0.643,13,33,0.394,10,16,0.625,7,26,33,21,9,6,10,11,85,62,True,1.0,-1600.0,-15.0,140.0
2713,Nebraska,2018-12-02,2019,REG,H,22,46,0.478,16,32,0.5,6,14,0.429,25,30,0.833,6,24,30,13,8,3,16,16,75,60,True,1.0,-1400.0,-14.0,148.0
3220,Nebraska,2018-12-05,2019,REG,A,28,61,0.459,21,40,0.525,7,21,0.333,15,19,0.789,12,16,28,13,8,5,10,22,78,85,True,1.0,-180.0,-4.0,145.0
3457,Nebraska,2018-12-08,2019,REG,H,32,60,0.533,18,33,0.545,14,27,0.519,16,20,0.8,11,24,35,15,9,5,9,15,94,75,True,1.0,-385.0,-8.0,153.0
3459,Nebraska,2018-12-22,2019,REG,H,26,59,0.441,16,37,0.432,10,22,0.455,24,38,0.632,7,26,33,18,6,4,7,11,86,62,True,1.0,-4250.0,-21.0,139.0
3460,Nebraska,2018-12-29,2019,REG,H,29,66,0.439,18,42,0.429,11,24,0.458,10,11,0.909,11,32,43,15,12,1,6,10,79,38,False,,,,
2981,Nebraska,2019-01-06,2019,REG,A,30,65,0.462,26,42,0.619,4,23,0.174,20,26,0.769,8,20,28,17,8,3,7,25,84,93,True,1.0,-135.0,-2.0,149.0
317,Nebraska,2019-01-14,2019,REG,A,27,60,0.45,19,36,0.528,8,24,0.333,4,6,0.667,7,27,34,13,7,3,12,18,66,51,True,0.0,120.0,2.0,144.0
3461,Nebraska,2019-01-29,2019,REG,H,17,60,0.283,13,40,0.325,4,20,0.2,13,20,0.65,16,27,43,7,4,2,9,16,51,62,True,1.0,-170.0,-4.0,129.0
2723,Nebraska,2019-02-02,2019,REG,A,25,70,0.357,22,47,0.468,3,23,0.13,11,21,0.524,18,28,46,13,3,2,9,22,64,71,True,1.0,-145.0,-3.0,145.0
714,Nebraska,2019-02-06,2019,REG,H,12,57,0.211,8,40,0.2,4,17,0.235,17,26,0.654,10,28,38,5,5,5,4,16,45,60,True,1.0,-160.0,-3.0,134.0
3462,Nebraska,2019-02-09,2019,REG,A,21,55,0.382,11,31,0.355,10,24,0.417,10,13,0.769,6,16,22,13,2,4,8,17,62,81,True,0.0,650.0,13.0,136.0
3463,Nebraska,2019-02-16,2019,REG,H,21,64,0.328,15,42,0.357,6,22,0.273,11,14,0.786,12,25,37,13,8,7,8,9,59,50,True,1.0,-250.0,-6.0,129.0
2126,Nebraska,2019-02-19,2019,REG,A,28,59,0.475,22,41,0.537,6,18,0.333,9,18,0.5,10,16,26,10,5,2,11,17,71,95,True,0.0,140.0,3.0,130.0
3464,Nebraska,2019-02-23,2019,REG,H,25,61,0.41,17,38,0.447,8,23,0.348,14,17,0.824,9,20,29,14,3,5,4,21,72,75,True,0.0,215.0,6.0,137.0
1111,Nebraska,2019-02-28,2019,REG,A,23,67,0.343,21,55,0.382,2,12,0.167,5,9,0.556,10,20,30,6,8,3,5,12,53,82,True,0.0,550.0,11.0,129.0
1482,Nebraska,2019-03-05,2019,REG,A,26,62,0.419,16,35,0.457,10,27,0.37,14,24,0.583,11,19,30,11,5,2,9,17,76,91,True,0.0,800.0,14.0,137.0
2986,Nebraska,2019-03-10,2019,REG,H,35,68,0.515,22,42,0.524,13,26,0.5,10,20,0.5,8,32,40,18,7,7,9,25,93,91,True,1.0,-120.0,-1.0,151.0
2448,Nebraska,2019-03-13,2019,CTOURN,N,21,52,0.404,18,37,0.486,3,15,0.2,23,32,0.719,5,17,22,9,12,4,9,13,68,61,True,0.0,105.0,2.0,137.0
722,Nebraska,2019-03-14,2019,CTOURN,N,24,55,0.436,16,33,0.485,8,22,0.364,13,19,0.684,8,25,33,12,8,4,7,21,69,61,True,0.0,230.0,7.0,137.0
3466,Nebraska,2019-03-20,2019,NIT,H,26,52,0.5,21,36,0.583,5,16,0.313,23,27,0.852,11,22,33,18,6,2,8,14,80,76,True,1.0,-220.0,-5.0,143.0
3473,Nebraska,2019-11-26,2020,REG,N,24,61,0.393,14,31,0.452,10,30,0.333,8,13,0.615,6,19,25,12,9,4,14,13,66,85,True,1.0,-135.0,-2.0,135.0
3474,Nebraska,2019-11-27,2020,REG,N,27,49,0.551,21,35,0.6,6,14,0.429,14,19,0.737,3,21,24,10,2,1,9,10,74,67,True,0.0,140.0,3.0,135.0
