game_id,Team,Date,SeasonEnd,Type,Place,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3PP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,TF,PTS,OppPTS,has_lines,favorite,ML,Spread,Total
1191,Michigan State,2010-01-23,2010,REG,A,24,61,0.393,13,37,0.351,11,24,0.458,6,9,0.667,10,22,32,16,5,7,10,12,65,64,True,0.0,105.0,2.0,140.0
801,Michigan State,2010-01-26,2010,REG,A,24,49,0.49,22,37,0.595,2,12,0.167,7,11,0.636,9,29,38,15,2,3,18,14,57,56,True,1.0,-210.0,-4.0,133.0
1192,Michigan State,2010-01-30,2010,REG,H,27,52,0.519,24,37,0.649,3,15,0.2,22,31,0.71,13,22,35,19,7,2,9,20,79,70,True,1.0,-1100.0,-14.0,136.0
1193,Michigan State,2010-02-02,2010,REG,A,17,46,0.37,15,37,0.405,2,9,0.222,13,16,0.813,11,20,31,11,5,1,13,15,49,67,True,0.0,115.0,2.0,127.0
1194,Michigan State,2010-02-06,2010,REG,A,29,53,0.547,23,37,0.622,6,16,0.375,9,14,0.643,11,23,34,14,3,1,18,19,73,78,True,1.0,-125.0,-2.0,139.0
1195,Michigan State,2010-02-09,2010,REG,H,18,56,0.321,13,37,0.351,5,19,0.263,23,30,0.767,12,13,25,9,6,2,9,20,64,76,True,1.0,-140.0,-3.0,139.0
1196,Michigan State,2010-02-13,2010,REG,A,26,55,0.473,19,42,0.452,7,13,0.538,6,10,0.6,10,22,32,18,5,5,9,15,65,54,True,1.0,-270.0,-6.0,133.0
24,Michigan State,2010-02-16,2010,REG,A,32,54,0.593,29,43,0.674,3,11,0.273,5,10,0.5,10,13,23,13,8,3,8,26,72,58,True,1.0,-760.0,-12.0,139.0
1197,Michigan State,2010-02-21,2010,REG,H,26,63,0.413,21,48,0.438,5,15,0.333,10,18,0.556,8,24,32,16,6,1,10,17,67,74,True,1.0,-175.0,-4.0,136.0
1198,Michigan State,2010-02-28,2010,REG,A,21,52,0.404,19,43,0.442,2,9,0.222,9,10,0.9,15,29,44,9,8,4,22,17,53,44,True,0.0,165.0,4.0,134.0
1199,Michigan State,2010-03-04,2010,REG,H,26,59,0.441,22,45,0.489,4,14,0.286,11,15,0.733,14,25,39,17,5,1,9,16,67,65,True,1.0,-1000.0,-13.0,132.0
811,Michigan State,2010-03-07,2010,REG,H,24,53,0.453,21,46,0.457,3,7,0.429,13,17,0.765,12,20,32,13,15,3,17,18,64,48,True,1.0,-525.0,-10.0,129.0
1200,Michigan State,2010-03-12,2010,CTOURN,N,22,53,0.415,17,38,0.447,5,15,0.333,18,34,0.529,13,20,33,9,11,5,16,20,67,72,True,1.0,-170.0,-4.0,130.0
1201,Michigan State,2010-03-19,2010,NCAA,N,20,53,0.377,13,34,0.382,7,19,0.368,23,33,0.697,13,24,37,16,5,4,9,22,70,67,True,1.0,-1000.0,-13.0,151.0
426,Michigan State,2010-03-21,2010,NCAA,N,32,58,0.552,22,40,0.55,10,18,0.556,11,14,0.786,10,25,35,18,3,5,18,19,85,83,True,0.0,100.0,1.0,147.0
1202,Michigan State,2010-03-26,2010,NCAA,N,19,44,0.432,12,25,0.48,7,19,0.368,14,19,0.737,5,26,31,15,8,3,10,19,59,52,True,1.0,-119.0,-2.0,122.0
1203,Michigan State,2010-03-28,2010,NCAA,N,24,52,0.462,18,34,0.529,6,18,0.333,16,21,0.762,11,13,24,12,8,8,11,20,70,69,True,0.0,115.0,2.0,136.0
1204,Michigan State,2010-04-03,2010,NCAA,N,18,42,0.429,14,31,0.452,4,11,0.364,10,18,0.556,6,28,34,11,3,4,16,21,50,52,True,0.0,110.0,2.0,126.0
1205,Michigan State,2010-11-12,2011,REG,H,31,59,0.525,25,46,0.543,6,13,0.462,28,42,0.667,9,39,48,18,9,10,20,19,96,66,True,1.0,-6000.0,-21.0,138.0
1206,Michigan State,2010-11-16,2011,REG,H,29,53,0.547,22,36,0.611,7,17,0.412,17,34,0.5,11,27,38,23,11,5,19,21,82,73,True,1.0,-2000.0,-17.0,150.0
1207,Michigan State,2010-11-22,2011,REG,A,30,58,0.517,22,44,0.5,8,14,0.571,14,19,0.737,9,20,29,13,8,0,12,17,82,74,True,1.0,-48600.0,-34.0,148.0
1208,Michigan State,2010-11-23,2011,REG,N,23,57,0.404,17,40,0.425,6,17,0.353,15,20,0.75,11,24,35,12,5,8,13,20,67,70,True,1.0,-265.0,-6.0,147.0
1209,Michigan State,2010-11-24,2011,REG,N,25,51,0.49,17,28,0.607,8,23,0.348,18,25,0.72,9,15,24,11,8,5,19,22,76,71,True,0.0,-105.0,1.0,155.0
1210,Michigan State,2010-11-28,2011,REG,H,27,55,0.491,17,31,0.548,10,24,0.417,9,16,0.563,7,26,33,22,6,4,17,15,73,55,True,1.0,-21500.0,-27.0,150.0
1211,Michigan State,2010-12-01,2011,REG,A,31,63,0.492,22,46,0.478,9,17,0.529,8,15,0.533,15,20,35,16,7,6,20,25,79,84,True,0.0,425.0,10.0,150.0
1212,Michigan State,2010-12-04,2011,REG,H,26,57,0.456,14,29,0.483,12,28,0.429,10,15,0.667,17,31,48,21,4,3,21,14,74,39,True,1.0,-15000.0,-27.0,134.0
1213,Michigan State,2010-12-07,2011,REG,N,21,54,0.389,14,30,0.467,7,24,0.292,9,16,0.563,6,20,26,14,9,2,16,20,58,72,True,1.0,-180.0,-4.0,136.0
1214,Michigan State,2010-12-11,2011,REG,N,25,62,0.403,19,47,0.404,6,15,0.4,21,28,0.75,11,25,36,16,13,2,8,16,77,76,True,1.0,-700.0,-10.0,146.0
1215,Michigan State,2010-12-18,2011,REG,H,32,64,0.5,24,47,0.511,8,17,0.471,18,22,0.818,12,28,40,18,14,6,10,22,90,51,False,,,,
1216,Michigan State,2010-12-22,2011,REG,H,18,62,0.29,15,46,0.326,3,16,0.188,16,20,0.8,16,29,45,10,4,5,16,20,55,67,True,1.0,-293.0,-7.0,142.0
1217,Michigan State,2010-12-31,2011,REG,H,24,57,0.421,16,33,0.485,8,24,0.333,15,22,0.682,11,19,30,21,9,3,8,16,71,62,True,1.0,-316.0,-7.0,137.0
1218,Michigan State,2011-01-03,2011,REG,A,29,60,0.483,23,42,0.548,6,18,0.333,1,5,0.2,10,29,39,20,7,12,14,19,65,62,True,1.0,-160.0,-3.0,142.0
1219,Michigan State,2011-01-08,2011,REG,A,23,55,0.418,17,36,0.472,6,19,0.316,10,20,0.5,10,21,31,14,4,7,11,21,62,66,True,1.0,-260.0,-6.0,132.0
1220,Michigan State,2011-01-11,2011,REG,H,21,53,0.396,16,37,0.432,5,16,0.313,17,25,0.68,11,23,34,15,5,5,11,16,64,61,True,1.0,-205.0,-5.0,121.0
1221,Michigan State,2011-01-15,2011,REG,H,20,52,0.385,13,33,0.394,7,19,0.368,24,28,0.857,8,26,34,15,6,6,15,19,71,67,True,1.0,-410.0,-9.0,142.0
1222,Michigan State,2011-01-18,2011,REG,A,24,64,0.375,17,38,0.447,7,26,0.269,7,9,0.778,17,17,34,12,4,2,9,22,62,71,True,0.0,160.0,5.0,135.0
1223,Michigan State,2011-01-22,2011,REG,A,28,63,0.444,18,43,0.419,10,20,0.5,10,13,0.769,14,14,28,18,7,4,11,24,76,86,True,0.0,240.0,7.0,131.0
833,Michigan State,2011-01-27,2011,REG,H,21,48,0.438,16,29,0.552,5,19,0.263,10,16,0.625,6,21,27,11,8,6,12,16,57,61,True,1.0,-775.0,-11.0,127.0
52,Michigan State,2011-01-30,2011,REG,H,28,66,0.424,20,43,0.465,8,23,0.348,20,27,0.741,12,24,36,18,7,6,8,18,84,83,True,1.0,-725.0,-11.0,135.0
1224,Michigan State,2011-02-02,2011,REG,A,19,56,0.339,15,38,0.395,4,18,0.222,10,14,0.714,13,14,27,11,5,2,16,14,52,72,True,1.0,-214.0,-5.0,138.0
1225,Michigan State,2011-02-06,2011,REG,A,20,46,0.435,17,32,0.531,3,14,0.214,13,16,0.813,6,11,17,9,3,0,7,20,56,82,True,0.0,345.0,9.0,124.0
1226,Michigan State,2011-02-10,2011,REG,H,22,42,0.524,17,29,0.586,5,13,0.385,26,35,0.743,10,22,32,15,3,5,11,17,75,57,True,1.0,-285.0,-7.0,129.0
1227,Michigan State,2011-02-15,2011,REG,A,27,47,0.574,25,42,0.595,2,5,0.4,5,6,0.833,7,22,29,12,3,4,19,26,61,71,True,0.0,550.0,12.0,136.0
1228,Michigan State,2011-02-19,2011,REG,H,21,50,0.42,18,35,0.514,3,15,0.2,16,23,0.696,11,26,37,12,3,6,11,12,61,57,True,1.0,-171.0,-4.0,136.0
1229,Michigan State,2011-02-22,2011,REG,A,18,49,0.367,12,25,0.48,6,24,0.25,11,15,0.733,5,23,28,13,11,5,12,19,53,48,True,0.0,115.0,3.0,133.0
1230,Michigan State,2011-02-27,2011,REG,H,19,57,0.333,18,46,0.391,1,11,0.091,8,11,0.727,8,24,32,11,5,6,12,14,47,67,True,1.0,-114.0,0.0,133.0
1231,Michigan State,2011-03-02,2011,REG,H,30,55,0.545,23,41,0.561,7,14,0.5,18,27,0.667,7,26,33,20,5,3,12,23,85,66,True,1.0,-850.0,-11.0,132.0
842,Michigan State,2011-03-05,2011,REG,A,20,61,0.328,12,39,0.308,8,22,0.364,15,20,0.75,15,29,44,11,3,4,10,22,63,70,True,0.0,108.0,0.0,126.0
1232,Michigan State,2011-03-10,2011,CTOURN,N,22,54,0.407,18,40,0.45,4,14,0.286,18,23,0.783,15,22,37,12,9,5,15,14,66,61,True,1.0,-355.0,-7.0,132.0
1233,Michigan State,2011-03-11,2011,CTOURN,N,21,49,0.429,14,36,0.389,7,13,0.538,25,31,0.806,8,31,39,13,2,8,8,19,74,56,True,0.0,260.0,7.0,131.0
1234,Michigan State,2011-03-12,2011,CTOURN,N,17,53,0.321,9,30,0.3,8,23,0.348,6,12,0.5,8,20,28,12,3,4,9,18,48,61,True,1.0,-170.0,-4.0,122.0
1235,Michigan State,2011-03-17,2011,NCAA,N,25,62,0.403,15,37,0.405,10,25,0.4,16,21,0.762,11,22,33,20,9,8,16,28,76,78,True,1.0,-115.0,-1.0,131.0
1236,Michigan State,2011-11-11,2012,REG,N,22,72,0.306,20,52,0.385,2,20,0.1,9,13,0.692,19,23,42,8,7,3,15,25,55,67,True,0.0,340.0,9.0,135.0
1237,Michigan State,2011-11-15,2012,REG,N,26,59,0.441,22,47,0.468,4,12,0.333,13,18,0.722,9,22,31,8,8,4,21,29,69,74,True,0.0,270.0,7.0,140.0
1238,Michigan State,2011-11-18,2012,REG,H,29,61,0.475,20,34,0.588,9,27,0.333,9,16,0.563,13,37,50,22,10,3,18,18,76,41,False,,,,
1239,Michigan State,2011-11-20,2012,REG,H,20,47,0.426,16,26,0.615,4,21,0.19,25,41,0.61,7,31,38,15,14,5,16,16,69,47,True,1.0,-5513.0,-24.0,128.0
1240,Michigan State,2011-11-23,2012,REG,H,21,48,0.438,17,35,0.486,4,13,0.308,22,36,0.611,10,28,38,14,7,3,16,19,68,55,True,1.0,-995.0,-13.0,129.0
1241,Michigan State,2011-11-27,2012,REG,A,28,58,0.483,26,46,0.565,2,12,0.167,14,20,0.7,12,33,45,14,11,6,16,14,72,40,True,1.0,-1595.0,-15.0,122.0
1242,Michigan State,2011-11-30,2012,REG,H,21,52,0.404,13,33,0.394,8,19,0.421,15,20,0.75,11,20,31,11,10,8,12,11,65,49,True,1.0,-355.0,-8.0,125.0
1243,Michigan State,2011-12-04,2012,REG,H,46,75,0.613,38,59,0.644,8,16,0.5,10,11,0.909,16,37,53,35,6,5,10,20,110,68,False,,,,
1244,Michigan State,2011-12-07,2012,REG,H,33,64,0.516,25,43,0.581,8,21,0.381,15,20,0.75,19,23,42,25,5,7,12,17,89,69,True,1.0,-3250.0,-19.0,138.0
1245,Michigan State,2011-12-10,2012,REG,A,26,48,0.542,20,35,0.571,6,13,0.462,16,25,0.64,5,15,20,18,10,3,15,20,74,67,True,0.0,165.0,4.0,141.0
1246,Michigan State,2011-12-17,2012,REG,H,25,53,0.472,20,42,0.476,5,11,0.455,19,27,0.704,11,23,34,16,6,5,15,16,74,60,True,1.0,-2210.0,-18.0,131.0
1247,Michigan State,2011-12-19,2012,REG,H,35,57,0.614,27,43,0.628,8,14,0.571,11,22,0.5,8,24,32,25,8,7,10,16,89,54,True,1.0,-9600.0,-25.0,135.0
1248,Michigan State,2011-12-22,2012,REG,H,27,67,0.403,23,56,0.411,4,11,0.364,32,39,0.821,22,26,48,16,9,7,12,22,90,81,True,1.0,-1670.0,-15.0,142.0
75,Michigan State,2011-12-28,2012,REG,H,29,53,0.547,24,40,0.6,5,13,0.385,17,22,0.773,8,23,31,14,9,6,9,14,80,65,True,1.0,-290.0,-6.0,141.0
1249,Michigan State,2011-12-31,2012,REG,A,23,50,0.46,20,36,0.556,3,14,0.214,19,21,0.905,9,24,33,10,4,4,13,15,68,55,True,1.0,-410.0,-8.0,123.0
1250,Michigan State,2012-01-03,2012,REG,A,24,60,0.4,22,55,0.4,2,5,0.4,13,20,0.65,12,26,38,10,4,5,8,22,63,60,True,0.0,230.0,6.0,117.0
1251,Michigan State,2012-01-10,2012,REG,H,37,60,0.617,27,42,0.643,10,18,0.556,11,15,0.733,10,24,34,25,16,3,15,17,95,61,True,1.0,-1400.0,-14.0,144.0
1252,Michigan State,2012-01-14,2012,REG,A,24,52,0.462,15,34,0.441,9,18,0.5,17,27,0.63,14,22,36,19,6,4,13,25,74,81,True,1.0,-205.0,-5.0,136.0
864,Michigan State,2012-01-17,2012,REG,A,24,50,0.48,17,35,0.486,7,15,0.467,4,5,0.8,9,22,31,13,5,1,14,12,59,60,True,1.0,-135.0,-1.0,131.0
1253,Michigan State,2012-01-21,2012,REG,H,30,50,0.6,23,37,0.622,7,13,0.538,16,22,0.727,5,27,32,18,6,5,11,19,83,58,True,1.0,-390.0,-8.0,134.0
1254,Michigan State,2012-01-25,2012,REG,H,26,48,0.542,24,37,0.649,2,11,0.182,14,23,0.609,7,25,32,17,10,8,10,17,68,52,True,1.0,-485.0,-10.0,134.0
1255,Michigan State,2012-01-31,2012,REG,A,14,58,0.241,11,44,0.25,3,14,0.214,10,12,0.833,18,25,43,4,3,3,15,18,41,42,True,1.0,-120.0,-1.0,130.0
868,Michigan State,2012-02-05,2012,REG,H,24,46,0.522,22,36,0.611,2,10,0.2,14,20,0.7,12,27,39,15,7,1,15,14,64,54,True,1.0,-340.0,-8.0,123.0
1256,Michigan State,2012-02-08,2012,REG,H,23,53,0.434,15,32,0.469,8,21,0.381,23,34,0.676,14,27,41,16,9,3,13,18,77,57,True,1.0,-1450.0,-15.0,126.0
1257,Michigan State,2012-02-11,2012,REG,A,21,52,0.404,17,36,0.472,4,16,0.25,12,16,0.75,10,25,35,8,5,4,16,17,58,48,True,0.0,360.0,9.0,132.0
1258,Michigan State,2012-02-16,2012,REG,H,24,46,0.522,22,37,0.595,2,9,0.222,19,25,0.76,6,21,27,13,5,0,10,17,69,55,True,1.0,-270.0,-6.0,117.0
1259,Michigan State,2012-02-19,2012,REG,A,30,59,0.508,25,46,0.543,5,13,0.385,11,17,0.647,10,28,38,16,3,5,8,17,76,62,True,1.0,-220.0,-5.0,129.0
1260,Michigan State,2012-02-22,2012,REG,A,22,53,0.415,17,33,0.515,5,20,0.25,17,23,0.739,7,15,22,15,9,2,5,14,66,61,True,1.0,-250.0,-6.0,128.0
1261,Michigan State,2012-02-25,2012,REG,H,23,41,0.561,14,21,0.667,9,20,0.45,7,9,0.778,3,29,32,14,9,2,16,12,62,34,True,1.0,-3265.0,-17.0,128.0
92,Michigan State,2012-02-28,2012,REG,A,20,51,0.392,15,38,0.395,5,13,0.385,10,17,0.588,12,16,28,9,5,1,13,16,55,70,True,1.0,-140.0,-3.0,137.0
1262,Michigan State,2012-03-04,2012,REG,H,25,55,0.455,20,41,0.488,5,14,0.357,15,21,0.714,5,27,32,13,7,8,13,21,70,72,True,1.0,-155.0,-3.0,128.0
1263,Michigan State,2012-03-09,2012,CTOURN,N,32,55,0.582,24,37,0.649,8,18,0.444,20,27,0.741,9,26,35,17,6,8,11,20,92,75,True,1.0,-850.0,-12.0,134.0
1264,Michigan State,2012-03-10,2012,CTOURN,N,21,42,0.5,15,33,0.455,6,9,0.667,17,23,0.739,6,23,29,12,7,5,12,14,65,52,True,1.0,-195.0,-4.0,119.0
1265,Michigan State,2012-03-11,2012,CTOURN,N,26,54,0.481,17,33,0.515,9,21,0.429,7,14,0.5,7,20,27,16,3,5,6,14,68,64,True,0.0,120.0,2.0,133.0
1266,Michigan State,2012-03-16,2012,NCAA,N,40,68,0.588,37,59,0.627,3,9,0.333,6,9,0.667,15,27,42,21,6,0,11,17,89,67,True,1.0,-3500.0,-19.0,153.0
1267,Michigan State,2012-03-18,2012,NCAA,N,25,46,0.543,21,36,0.583,4,10,0.4,11,17,0.647,4,25,29,12,2,1,11,19,65,61,True,1.0,-330.0,-8.0,124.0
1268,Michigan State,2012-03-22,2012,NCAA,N,14,49,0.286,9,28,0.321,5,21,0.238,11,12,0.917,6,26,32,12,8,7,15,15,44,57,True,1.0,-240.0,-6.0,125.0
1269,Michigan State,2012-11-09,2013,REG,N,24,64,0.375,20,47,0.426,4,17,0.235,10,13,0.769,17,21,38,9,9,3,15,15,62,66,True,1.0,-380.0,-8.0,133.0
1270,Michigan State,2012-11-13,2013,REG,N,25,48,0.521,21,38,0.553,4,10,0.4,13,17,0.765,9,18,27,11,8,6,15,18,67,64,True,0.0,145.0,3.0,130.0
1271,Michigan State,2012-11-18,2013,REG,H,28,60,0.467,26,47,0.553,2,13,0.154,11,15,0.733,9,33,42,11,12,7,12,13,69,41,False,,,,
1272,Michigan State,2012-11-20,2013,REG,H,26,45,0.578,20,26,0.769,6,19,0.316,16,25,0.64,5,21,26,16,10,2,15,20,74,70,True,1.0,-1400.0,-15.0,136.0
1273,Michigan State,2012-11-23,2013,REG,H,26,49,0.531,23,38,0.605,3,11,0.273,15,18,0.833,10,31,41,15,6,4,20,16,70,52,True,1.0,-2200.0,-18.0,147.0
1274,Michigan State,2012-11-25,2013,REG,H,20,47,0.426,15,31,0.484,5,16,0.313,18,25,0.72,10,23,33,12,9,7,20,17,63,60,True,1.0,-13990.0,-23.0,
1275,Michigan State,2012-11-28,2013,REG,A,24,59,0.407,18,45,0.4,6,14,0.429,5,11,0.455,12,21,33,11,4,3,11,16,59,67,True,0.0,-105.0,0.0,134.0
1276,Michigan State,2012-12-01,2013,REG,H,33,55,0.6,28,45,0.622,5,10,0.5,13,23,0.565,9,31,40,20,11,7,8,12,84,39,False,,,,
1277,Michigan State,2012-12-05,2013,REG,H,28,56,0.5,21,31,0.677,7,25,0.28,13,20,0.65,18,24,42,21,14,5,18,19,76,44,True,1.0,-40500.0,-31.0,125.0
1278,Michigan State,2012-12-08,2013,REG,H,22,45,0.489,15,29,0.517,7,16,0.438,22,28,0.786,8,24,32,14,4,5,12,16,73,61,True,1.0,-1670.0,-16.0,124.0
1279,Michigan State,2012-12-15,2013,REG,H,30,67,0.448,25,49,0.51,5,18,0.278,27,32,0.844,16,44,60,19,9,4,22,13,92,56,False,,,,
1280,Michigan State,2012-12-18,2013,REG,A,26,54,0.481,23,45,0.511,3,9,0.333,9,12,0.75,8,28,36,10,6,5,14,19,64,53,True,1.0,-905.0,-12.0,123.0
1281,Michigan State,2012-12-22,2013,REG,H,21,47,0.447,19,36,0.528,2,11,0.182,23,30,0.767,7,25,32,13,10,2,16,20,67,56,True,1.0,-750.0,-12.0,126.0
1282,Michigan State,2012-12-31,2013,REG,A,28,63,0.444,23,52,0.442,5,11,0.455,2,10,0.2,10,14,24,18,10,3,13,21,63,76,True,0.0,243.0,7.0,129.0
1283,Michigan State,2013-01-05,2013,REG,H,29,64,0.453,21,49,0.429,8,15,0.533,18,22,0.818,11,30,41,21,8,3,12,20,84,61,True,1.0,-830.0,-12.0,126.0
1284,Michigan State,2013-01-10,2013,REG,A,23,57,0.404,20,46,0.435,3,11,0.273,13,21,0.619,9,24,33,13,12,3,12,17,62,59,True,1.0,-135.0,-2.0,137.0
1285,Michigan State,2013-01-13,2013,REG,H,22,48,0.458,18,35,0.514,4,13,0.308,18,28,0.643,7,26,33,14,8,5,11,8,66,56,True,1.0,-2550.0,-18.0,118.0
1286,Michigan State,2013-01-16,2013,REG,A,26,55,0.473,19,38,0.5,7,17,0.412,22,30,0.733,7,22,29,17,5,3,7,18,81,72,True,1.0,-765.0,-11.0,125.0
1287,Michigan State,2013-01-19,2013,REG,H,22,50,0.44,19,37,0.514,3,13,0.231,12,14,0.857,7,22,29,7,9,0,13,14,59,56,True,1.0,-130.0,-2.0,132.0
1288,Michigan State,2013-01-22,2013,REG,A,18,47,0.383,14,38,0.368,4,9,0.444,9,12,0.75,7,25,32,7,6,3,10,15,49,47,True,0.0,195.0,5.0,123.0
118,Michigan State,2013-01-27,2013,REG,A,27,60,0.45,16,37,0.432,11,23,0.478,5,6,0.833,11,19,30,16,11,1,18,18,70,75,True,0.0,400.0,11.0,136.0
1289,Michigan State,2013-01-31,2013,REG,H,25,42,0.595,19,28,0.679,6,14,0.429,24,34,0.706,7,22,29,15,4,3,14,15,80,75,True,1.0,-420.0,-9.0,133.0
1290,Michigan State,2013-02-06,2013,REG,H,20,46,0.435,11,28,0.393,9,18,0.5,12,20,0.6,5,22,27,12,9,3,5,14,61,50,True,1.0,-175.0,-4.0,130.0
1291,Michigan State,2013-02-09,2013,REG,A,27,55,0.491,23,43,0.535,4,12,0.333,20,24,0.833,8,18,26,9,13,1,9,24,78,65,True,1.0,-167.0,-4.0,128.0
902,Michigan State,2013-02-12,2013,REG,H,30,62,0.484,23,42,0.548,7,20,0.35,8,17,0.471,14,26,40,18,9,3,8,14,75,52,True,0.0,110.0,2.0,133.0
1292,Michigan State,2013-02-16,2013,REG,A,23,45,0.511,19,32,0.594,4,13,0.308,23,29,0.793,11,30,41,8,3,12,13,13,73,64,True,1.0,-475.0,-9.0,122.0
125,Michigan State,2013-02-19,2013,REG,H,24,56,0.429,20,41,0.488,4,15,0.267,16,23,0.696,10,21,31,12,7,7,11,15,68,72,True,1.0,-115.0,-1.0,140.0
1293,Michigan State,2013-02-24,2013,REG,A,21,46,0.457,19,35,0.543,2,11,0.182,16,22,0.727,8,23,31,12,6,1,14,18,60,68,True,0.0,135.0,3.0,130.0
906,Michigan State,2013-03-03,2013,REG,A,21,59,0.356,15,37,0.405,6,22,0.273,9,12,0.75,17,24,41,9,3,2,18,15,57,58,True,0.0,190.0,5.0,134.0
1294,Michigan State,2013-03-07,2013,REG,H,24,65,0.369,21,50,0.42,3,15,0.2,7,9,0.778,14,25,39,12,16,1,10,16,58,43,True,1.0,-240.0,-5.0,122.0
1295,Michigan State,2013-03-10,2013,REG,H,25,38,0.658,19,28,0.679,6,10,0.6,15,20,0.75,4,18,22,17,4,2,12,9,71,61,True,1.0,-5500.0,-18.0,122.0
1296,Michigan State,2013-03-15,2013,CTOURN,N,22,57,0.386,19,42,0.452,3,15,0.2,12,16,0.75,14,14,28,9,9,5,13,13,59,56,True,1.0,-285.0,-6.0,129.0
1297,Michigan State,2013-03-16,2013,CTOURN,N,20,50,0.4,14,36,0.389,6,14,0.429,12,15,0.8,10,25,35,10,3,5,12,14,58,61,True,0.0,110.0,2.0,124.0
1298,Michigan State,2013-03-21,2013,NCAA,N,26,58,0.448,20,43,0.465,6,15,0.4,7,11,0.636,17,27,44,16,6,3,17,16,65,54,True,1.0,-555.0,-10.0,130.0
1299,Michigan State,2013-03-23,2013,NCAA,N,26,52,0.5,22,36,0.611,4,16,0.25,14,22,0.636,10,31,41,14,10,7,18,14,70,48,True,1.0,-285.0,-6.0,131.0
1300,Michigan State,2013-03-29,2013,NCAA,N,20,50,0.4,17,38,0.447,3,12,0.25,18,24,0.75,8,25,33,6,6,4,10,24,61,71,True,0.0,120.0,2.0,133.0
1301,Michigan State,2013-11-08,2014,REG,H,42,81,0.519,32,55,0.582,10,26,0.385,4,5,0.8,16,48,64,32,4,4,15,12,98,56,False,,,,
1302,Michigan State,2013-11-12,2014,REG,N,30,63,0.476,25,51,0.49,5,12,0.417,13,17,0.765,7,21,28,17,13,3,7,27,78,74,True,1.0,-175.0,-4.0,148.0
1303,Michigan State,2013-11-15,2014,REG,H,20,44,0.455,20,37,0.541,0,7,0.0,22,30,0.733,5,22,27,16,5,4,11,14,62,53,True,1.0,-10025.0,-24.0,146.0
1304,Michigan State,2013-11-18,2014,REG,H,29,67,0.433,16,37,0.432,13,30,0.433,11,13,0.846,12,23,35,21,7,2,10,15,82,67,True,1.0,-11375.0,-23.0,147.0
1305,Michigan State,2013-11-22,2014,REG,N,36,71,0.507,22,36,0.611,14,35,0.4,10,13,0.769,9,24,33,26,13,6,6,16,96,77,True,1.0,-1750.0,-16.0,150.0
1306,Michigan State,2013-11-23,2014,REG,N,29,58,0.5,23,39,0.59,6,19,0.316,23,36,0.639,8,31,39,14,4,6,13,23,87,76,True,1.0,-730.0,-12.0,154.0
1307,Michigan State,2013-11-29,2014,REG,H,41,65,0.631,32,47,0.681,9,18,0.5,7,9,0.778,4,35,39,28,6,3,9,9,98,65,True,1.0,-19475.0,-25.0,149.0
1308,Michigan State,2013-12-04,2014,REG,H,23,64,0.359,16,40,0.4,7,24,0.292,12,18,0.667,12,24,36,12,6,7,14,19,65,79,True,1.0,-650.0,-11.0,152.0
1309,Michigan State,2013-12-14,2014,REG,N,24,57,0.421,18,41,0.439,6,16,0.375,13,19,0.684,12,25,37,14,11,5,17,14,67,63,True,1.0,-2023.0,-17.0,153.0
1310,Michigan State,2013-12-17,2014,REG,H,27,51,0.529,23,39,0.59,4,12,0.333,20,38,0.526,9,27,36,15,10,3,10,19,78,48,True,1.0,-20000.0,-24.0,146.0
1311,Michigan State,2013-12-21,2014,REG,A,29,58,0.5,22,36,0.611,7,22,0.318,27,33,0.818,11,30,41,14,4,3,13,25,92,78,True,1.0,-150.0,-3.0,147.0
1312,Michigan State,2013-12-28,2014,REG,H,36,66,0.545,23,41,0.561,13,25,0.52,16,24,0.667,18,32,50,25,9,6,10,15,101,48,True,1.0,-47250.0,-32.0,150.0
1313,Michigan State,2013-12-31,2014,REG,A,29,66,0.439,19,46,0.413,10,20,0.5,11,13,0.846,12,28,40,16,5,6,11,17,79,63,True,1.0,-350.0,-8.0,147.0
149,Michigan State,2014-01-04,2014,REG,A,28,59,0.475,18,35,0.514,10,24,0.417,7,11,0.636,9,23,32,14,12,9,11,21,73,56,True,1.0,-185.0,-4.0,147.0
1314,Michigan State,2014-01-07,2014,REG,H,26,57,0.456,15,38,0.395,11,19,0.579,9,14,0.643,7,21,28,16,9,5,15,18,72,68,True,1.0,-230.0,-5.0,134.0
1315,Michigan State,2014-01-11,2014,REG,H,24,59,0.407,17,38,0.447,7,21,0.333,32,40,0.8,12,29,41,16,10,10,7,17,87,75,True,1.0,-770.0,-11.0,139.0
1316,Michigan State,2014-01-15,2014,REG,A,20,52,0.385,18,36,0.5,2,16,0.125,12,20,0.6,12,25,37,13,7,5,6,16,54,40,True,1.0,-875.0,-12.0,129.0
1317,Michigan State,2014-01-18,2014,REG,A,29,52,0.558,23,37,0.622,6,15,0.4,14,22,0.636,8,29,37,15,5,7,12,16,78,62,True,1.0,-195.0,-5.0,131.0
153,Michigan State,2014-01-21,2014,REG,H,23,51,0.451,17,33,0.515,6,18,0.333,19,28,0.679,7,18,25,14,12,6,13,22,71,66,True,1.0,-1135.0,-14.0,144.0
934,Michigan State,2014-01-25,2014,REG,H,26,56,0.464,19,39,0.487,7,17,0.412,16,23,0.696,10,18,28,18,8,5,5,22,75,80,True,1.0,-245.0,-6.0,137.0
