,G,Date,season_end,Type,TEAM,Opponent,Conf,Tm,Opp,Won,OT,W,L,Streak,Arena,game_id
3101,1,2017-11-10,2018,REG,Illinois,Southern,SWAC,102,55,True,,1,0,W 1,State Farm Center,2684
3102,2,2017-11-12,2018,REG,Illinois,Tennessee-Martin,OVC,77,74,True,,2,0,W 2,State Farm Center,2685
3103,3,2017-11-17,2018,REG,Illinois,DePaul,Big East,82,73,True,,3,0,W 3,State Farm Center,2686
3104,4,2017-11-19,2018,REG,Illinois,Marshall,CUSA,91,74,True,,4,0,W 4,State Farm Center,2687
3105,5,2017-11-22,2018,REG,Illinois,Augustana (IL),,96,62,True,,5,0,W 5,State Farm Center,2688
3106,6,2017-11-24,2018,REG,Illinois,North Carolina Central,MEAC,86,73,True,,6,0,W 6,State Farm Center,2689
3107,7,2017-11-28,2018,REG,Illinois,Wake Forest,ACC,73,80,False,,6,1,L 1,Lawrence Joel Coliseum,2690
3108,8,2017-12-01,2018,REG,Illinois,Northwestern,Big Ten,68,72,False,OT,6,2,L 2,Allstate Arena,2691
3109,9,2017-12-03,2018,REG,Illinois,Maryland,Big Ten,91,92,False,OT,6,3,L 3,State Farm Center,670
3110,10,2017-12-06,2018,REG,Illinois,Austin Peay,OVC,64,57,True,,7,3,W 1,State Farm Center,2692
3111,11,2017-12-09,2018,REG,Illinois,Nevada-Las Vegas,MWC,82,89,False,,7,4,L 1,MGM Grand Garden Arena,2693
3112,12,2017-12-13,2018,REG,Illinois,Longwood,Big South,92,45,True,,8,4,W 1,State Farm Center,2694
3113,13,2017-12-16,2018,REG,Illinois,New Mexico State,WAC,69,74,False,,8,5,L 1,United Center,2695
3114,14,2017-12-23,2018,REG,Illinois,Missouri,SEC,70,64,True,,9,5,W 1,Scottrade Center,2696
3115,15,2017-12-30,2018,REG,Illinois,Grand Canyon,WAC,62,58,True,,10,5,W 2,State Farm Center,2697
3116,16,2018-01-03,2018,REG,Illinois,Minnesota,Big Ten,67,77,False,,10,6,L 1,Williams Arena,2698
3117,17,2018-01-06,2018,REG,Illinois,Michigan,Big Ten,69,79,False,,10,7,L 2,Crisler Arena,1063
3118,18,2018-01-11,2018,REG,Illinois,Iowa,Big Ten,97,104,False,OT,10,8,L 3,State Farm Center,2699
3119,19,2018-01-15,2018,REG,Illinois,Nebraska,Big Ten,63,64,False,,10,9,L 4,Pinnacle Bank Arena,2700
3120,20,2018-01-19,2018,REG,Illinois,Wisconsin,Big Ten,50,75,False,,10,10,L 5,Kohl Center,2701
3121,21,2018-01-22,2018,REG,Illinois,Michigan State,Big Ten,74,87,False,,10,11,L 6,State Farm Center,1445
3122,22,2018-01-24,2018,REG,Illinois,Indiana,Big Ten,73,71,True,,11,11,W 1,State Farm Center,290
3123,23,2018-01-30,2018,REG,Illinois,Rutgers,Big Ten,91,60,True,,12,11,W 2,State Farm Center,2421
3124,24,2018-02-04,2018,REG,Illinois,Ohio State,Big Ten,67,75,False,,12,12,L 1,Value City Arena,1792
3125,25,2018-02-08,2018,REG,Illinois,Wisconsin,Big Ten,69,78,False,,12,13,L 2,State Farm Center,2702
3126,26,2018-02-11,2018,REG,Illinois,Penn State,Big Ten,52,74,False,,12,14,L 3,State Farm Center,2097
3127,27,2018-02-14,2018,REG,Illinois,Indiana,Big Ten,68,78,False,,12,15,L 4,Assembly Hall,296
3128,28,2018-02-18,2018,REG,Illinois,Nebraska,Big Ten,72,66,True,,13,15,W 1,State Farm Center,2703
3129,29,2018-02-20,2018,REG,Illinois,Michigan State,Big Ten,61,81,False,,13,16,L 1,Breslin Events Center,1452
3130,30,2018-02-22,2018,REG,Illinois,Purdue,Big Ten,86,93,False,,13,17,L 2,State Farm Center,2704
3131,31,2018-02-25,2018,REG,Illinois,Rutgers,Big Ten,75,62,True,,14,17,W 1,Louis Brown Athletic Center,2425
3132,32,2018-02-28,2018,CTOURN,Illinois,Iowa,Big Ten,87,96,False,,14,18,L 1,Madison Square Garden (IV),2705
3133,1,2018-11-08,2019,REG,Illinois,Evansville,MVC,99,60,True,,1,0,W 1,State Farm Center,2706
3134,2,2018-11-13,2019,REG,Illinois,Georgetown,Big East,80,88,False,,1,1,L 1,State Farm Center,2707
3135,3,2018-11-19,2019,REG,Illinois,Gonzaga,WCC,78,84,False,,1,2,L 2,Lahaina Civic Center,2708
3136,4,2018-11-20,2019,REG,Illinois,Iowa State,Big 12,68,84,False,,1,3,L 3,Lahaina Civic Center,2709
3137,5,2018-11-21,2019,REG,Illinois,Xavier,Big East,74,83,False,,1,4,L 4,Lahaina Civic Center,2710
3138,6,2018-11-25,2019,REG,Illinois,Mississippi Valley State,SWAC,86,67,True,,2,4,W 1,State Farm Center,2711
3139,7,2018-11-27,2019,REG,Illinois,Notre Dame,ACC,74,76,False,,2,5,L 1,Purcell Pavilion at the Joyce Center,2712
3140,8,2018-12-02,2019,REG,Illinois,Nebraska,Big Ten,60,75,False,,2,6,L 2,Pinnacle Bank Arena,2713
3141,9,2018-12-05,2019,REG,Illinois,Ohio State,Big Ten,67,77,False,,2,7,L 3,United Center,1808
3142,10,2018-12-08,2019,REG,Illinois,Nevada-Las Vegas,MWC,77,74,True,,3,7,W 1,State Farm Center,2714
3143,11,2018-12-15,2019,REG,Illinois,East Tennessee State,Southern,73,55,True,,4,7,W 2,State Farm Center,2715
3144,12,2018-12-22,2019,REG,Illinois,Missouri,SEC,63,79,False,,4,8,L 1,Scottrade Center,2716
3145,13,2018-12-29,2019,REG,Illinois,Florida Atlantic,CUSA,71,73,False,OT,4,9,L 2,State Farm Center,2717
3146,14,2019-01-03,2019,REG,Illinois,Indiana,Big Ten,65,73,False,,4,10,L 3,Assembly Hall,314
3147,15,2019-01-06,2019,REG,Illinois,Northwestern,Big Ten,66,68,False,,4,11,L 4,Welsh-Ryan Arena,2718
3148,16,2019-01-10,2019,REG,Illinois,Michigan,Big Ten,69,79,False,,4,12,L 5,State Farm Center,1100
3149,17,2019-01-16,2019,REG,Illinois,Minnesota,Big Ten,95,68,True,,5,12,W 1,State Farm Center,2719
3150,18,2019-01-20,2019,REG,Illinois,Iowa,Big Ten,71,95,False,,5,13,L 1,Carver-Hawkeye Arena,2720
3151,19,2019-01-23,2019,REG,Illinois,Wisconsin,Big Ten,60,72,False,,5,14,L 2,State Farm Center,2721
3152,20,2019-01-26,2019,REG,Illinois,Maryland,Big Ten,78,67,True,,6,14,W 1,Madison Square Garden (IV),711
3153,21,2019-01-30,2019,REG,Illinois,Minnesota,Big Ten,75,86,False,,6,15,L 1,Williams Arena,2722
3154,22,2019-02-02,2019,REG,Illinois,Nebraska,Big Ten,71,64,True,,7,15,W 1,State Farm Center,2723
3155,23,2019-02-05,2019,REG,Illinois,Michigan State,Big Ten,79,74,True,,8,15,W 2,State Farm Center,1477
3156,24,2019-02-09,2019,REG,Illinois,Rutgers,Big Ten,99,94,True,OT,9,15,W 3,State Farm Center,2443
3157,25,2019-02-14,2019,REG,Illinois,Ohio State,Big Ten,63,56,True,,10,15,W 4,Value City Arena,1819
3158,26,2019-02-18,2019,REG,Illinois,Wisconsin,Big Ten,58,64,False,,10,16,L 1,Kohl Center,2724
3159,27,2019-02-23,2019,REG,Illinois,Penn State,Big Ten,76,83,False,,10,17,L 2,State Farm Center,2127
3160,28,2019-02-27,2019,REG,Illinois,Purdue,Big Ten,56,73,False,,10,18,L 3,Mackey Arena,2725
3161,29,2019-03-03,2019,REG,Illinois,Northwestern,Big Ten,81,76,True,,11,18,W 1,State Farm Center,2726
3162,30,2019-03-07,2019,REG,Illinois,Indiana,Big Ten,74,92,False,,11,19,L 1,State Farm Center,330
3163,31,2019-03-10,2019,REG,Illinois,Penn State,Big Ten,56,72,False,,11,20,L 2,Bryce Jordan Center,2130
3164,32,2019-03-13,2019,CTOURN,Illinois,Northwestern,Big Ten,74,69,True,OT,12,20,W 1,United Center,2727
3165,33,2019-03-14,2019,CTOURN,Illinois,Iowa,Big Ten,62,83,False,,12,21,L 1,United Center,2728
3166,1,2019-11-05,2020,REG,Illinois,Nicholls State,Southland,78,70,True,OT,1,0,W 1,State Farm Center,2729
3167,2,2019-11-08,2020,REG,Illinois,Grand Canyon,WAC,83,71,True,,2,0,W 2,Grand Canyon University Arena,2730
3168,3,2019-11-10,2020,REG,Illinois,Arizona,Pac-12,69,90,False,,2,1,L 1,McKale Center,2731
3169,4,2019-11-18,2020,REG,Illinois,Hawaii,Big West,66,53,True,,3,1,W 1,State Farm Center,2732
3170,5,2019-11-20,2020,REG,Illinois,Citadel,Southern,85,57,True,,4,1,W 2,State Farm Center,2733
3171,6,2019-11-23,2020,REG,Illinois,Hampton,Big South,120,71,True,,5,1,W 3,State Farm Center,2734
3172,7,2019-11-26,2020,REG,Illinois,Lindenwood,,117,65,True,,6,1,W 4,State Farm Center,2735
3173,8,2019-12-02,2020,REG,Illinois,Miami (FL),ACC,79,81,False,,6,2,L 1,State Farm Center,2736
3174,9,2019-12-07,2020,REG,Illinois,Maryland,Big Ten,58,59,False,,6,3,L 2,Xfinity Center,734
3175,10,2019-12-11,2020,REG,Illinois,Michigan,Big Ten,71,62,True,,7,3,W 1,State Farm Center,1128
3176,11,2019-12-14,2020,REG,Illinois,Old Dominion,CUSA,69,55,True,,8,3,W 2,State Farm Center,2737
3177,12,2019-12-21,2020,REG,Illinois,Missouri,SEC,56,63,False,,8,4,L 1,Scottrade Center,2738
3178,13,2019-12-29,2020,REG,Illinois,North Carolina A&T,MEAC,95,64,True,,9,4,W 1,State Farm Center,2739
3179,14,2020-01-02,2020,REG,Illinois,Michigan State,Big Ten,56,76,False,,9,5,L 1,Breslin Events Center,1503
3180,15,2020-01-05,2020,REG,Illinois,Purdue,Big Ten,63,37,True,,10,5,W 1,State Farm Center,2740
3181,16,2020-01-08,2020,REG,Illinois,Wisconsin,Big Ten,71,70,True,,11,5,W 2,Kohl Center,2741
3182,17,2020-01-11,2020,REG,Illinois,Rutgers,Big Ten,54,51,True,,12,5,W 3,State Farm Center,2462
3183,18,2020-01-18,2020,REG,Illinois,Northwestern,Big Ten,75,71,True,,13,5,W 4,State Farm Center,2742
3184,19,2020-01-21,2020,REG,Illinois,Purdue,Big Ten,79,62,True,,14,5,W 5,Mackey Arena,2743
3185,20,2020-01-25,2020,REG,Illinois,Michigan,Big Ten,64,62,True,,15,5,W 6,Crisler Arena,1137
3186,21,2020-01-30,2020,REG,Illinois,Minnesota,Big Ten,59,51,True,,16,5,W 7,State Farm Center,2744
3187,22,2020-02-02,2020,REG,Illinois,Iowa,Big Ten,65,72,False,,16,6,L 1,Carver-Hawkeye Arena,2745
3188,23,2020-02-07,2020,REG,Illinois,Maryland,Big Ten,66,75,False,,16,7,L 2,State Farm Center,745
3189,24,2020-02-11,2020,REG,Illinois,Michigan State,Big Ten,69,70,False,,16,8,L 3,State Farm Center,1511
3190,25,2020-02-15,2020,REG,Illinois,Rutgers,Big Ten,57,72,False,,16,9,L 4,Rutgers Athletic Center,2468
3191,26,2020-02-18,2020,REG,Illinois,Penn State,Big Ten,62,56,True,,17,9,W 1,Bryce Jordan Center,2151
3192,27,2020-02-24,2020,REG,Illinois,Nebraska,Big Ten,71,59,True,,18,9,W 2,State Farm Center,2746
3193,28,2020-02-27,2020,REG,Illinois,Northwestern,Big Ten,74,66,True,,19,9,W 3,Welsh-Ryan Arena,2747
3194,29,2020-03-01,2020,REG,Illinois,Indiana,Big Ten,67,66,True,,20,9,W 4,State Farm Center,364
3195,30,2020-03-05,2020,REG,Illinois,Ohio State,Big Ten,63,71,False,,20,10,L 1,Value City Arena,1850
3196,31,2020-03-08,2020,REG,Illinois,Iowa,Big Ten,78,76,True,,21,10,W 1,State Farm Center,2748
3197,1,2020-11-25,2021,REG,Illinois,North Carolina A&T,MEAC,122,60,True,,1,0,W 1,State Farm Center,2749
3198,2,2020-11-26,2021,REG,Illinois,Chicago State,WAC,97,38,True,,2,0,W 2,State Farm Center,2750
3199,3,2020-11-27,2021,REG,Illinois,Ohio,MAC,77,75,True,,3,0,W 3,State Farm Center,2751
3200,4,2020-12-02,2021,REG,Illinois,Baylor,Big 12,69,82,False,,3,1,L 1,Bankers Life Fieldhouse,2752
3201,5,2020-12-08,2021,REG,Illinois,Duke,ACC,83,68,True,,4,1,W 1,Cameron Indoor Stadium,2753
3202,6,2020-12-12,2021,REG,Illinois,Missouri,SEC,78,81,False,,4,2,L 1,Mizzou Arena,2754
3203,7,2020-12-15,2021,REG,Illinois,Minnesota,Big Ten,92,65,True,,5,2,W 1,State Farm Center,2755
3204,8,2020-12-20,2021,REG,Illinois,Rutgers,Big Ten,88,91,False,,5,3,L 1,Rutgers Athletic Center,2475
3205,9,2020-12-23,2021,REG,Illinois,Penn State,Big Ten,98,81,True,,6,3,W 1,Bryce Jordan Center,2159
3206,10,2020-12-26,2021,REG,Illinois,Indiana,Big Ten,69,60,True,,7,3,W 2,State Farm Center,376
3207,11,2021-01-02,2021,REG,Illinois,Purdue,Big Ten,66,58,True,,8,3,W 3,State Farm Center,2756
3208,12,2021-01-07,2021,REG,Illinois,Northwestern,Big Ten,81,56,True,,9,3,W 4,Welsh-Ryan Arena,2757
3209,13,2021-01-10,2021,REG,Illinois,Maryland,Big Ten,63,66,False,,9,4,L 1,State Farm Center,765
3210,14,2021-01-16,2021,REG,Illinois,Ohio State,Big Ten,81,87,False,,9,5,L 2,State Farm Center,1864
3211,15,2021-01-19,2021,REG,Illinois,Penn State,Big Ten,79,65,True,,10,5,W 1,State Farm Center,2161
3212,16,2021-01-29,2021,REG,Illinois,Iowa,Big Ten,80,75,True,,11,5,W 2,State Farm Center,2758
3213,17,2021-02-02,2021,REG,Illinois,Indiana,Big Ten,75,71,True,OT,12,5,W 3,Assembly Hall,384
3214,18,2021-02-06,2021,REG,Illinois,Wisconsin,Big Ten,75,60,True,,13,5,W 4,State Farm Center,2759
3215,19,2021-02-12,2021,REG,Illinois,Nebraska,Big Ten,77,72,True,OT,14,5,W 5,Pinnacle Bank Arena,2760
3216,20,2021-02-16,2021,REG,Illinois,Northwestern,Big Ten,73,66,True,,15,5,W 6,State Farm Center,2761
3217,21,2021-02-20,2021,REG,Illinois,Minnesota,Big Ten,94,63,True,,16,5,W 7,Williams Arena,2762
3218,22,2021-02-23,2021,REG,Illinois,Michigan State,Big Ten,72,81,False,,16,6,L 1,Breslin Events Center,1535
3219,23,2021-02-25,2021,REG,Illinois,Nebraska,Big Ten,86,70,True,,17,6,W 1,State Farm Center,2763
3220,24,2021-02-27,2021,REG,Illinois,Wisconsin,Big Ten,74,69,True,,18,6,W 2,Kohl Center,2764
3221,25,2021-03-02,2021,REG,Illinois,Michigan,Big Ten,76,53,True,,19,6,W 3,Crisler Arena,1164
3222,26,2021-03-06,2021,REG,Illinois,Ohio State,Big Ten,73,68,True,,20,6,W 4,Value City Arena,1871
3223,27,2021-03-12,2021,CTOURN,Illinois,Rutgers,Big Ten,90,68,True,,21,6,W 5,Lucas Oil Stadium,2485
3224,28,2021-03-13,2021,CTOURN,Illinois,Iowa,Big Ten,82,71,True,,22,6,W 6,Lucas Oil Stadium,2765
3225,29,2021-03-14,2021,CTOURN,Illinois,Ohio State,Big Ten,91,88,True,OT,23,6,W 7,Lucas Oil Stadium,1874
3226,30,2021-03-19,2021,NCAA,Illinois,Drexel,CAA,78,49,True,,24,6,W 8,Indiana Farmers Coliseum,2766
3227,31,2021-03-21,2021,NCAA,Illinois,Loyola (IL),MVC,58,71,False,,24,7,L 1,Bankers Life Fieldhouse,2767
3228,1,2009-11-15,2010,REG,Iowa,Texas-San Antonio,Southland,50,62,False,,0,1,L 1,Carver-Hawkeye Arena,2768
3229,2,2009-11-17,2010,REG,Iowa,Duquesne,A-10,50,52,False,,0,2,L 2,Carver-Hawkeye Arena,2769
3230,3,2009-11-20,2010,REG,Iowa,Bowling Green State,MAC,68,46,True,,1,2,W 1,Carver-Hawkeye Arena,2770
3231,4,2009-11-23,2010,REG,Iowa,Texas,Big 12,60,85,False,,1,3,L 1,Sprint Center,2771
3232,5,2009-11-24,2010,REG,Iowa,Wichita State,MVC,57,74,False,,1,4,L 2,Sprint Center,2772
3233,6,2009-11-28,2010,REG,Iowa,North Carolina Central,Ind,73,63,True,,2,4,W 1,Carver-Hawkeye Arena,2773
3234,7,2009-12-01,2010,REG,Iowa,Virginia Tech,ACC,64,70,False,,2,5,L 1,Carver-Hawkeye Arena,2774
3235,8,2009-12-05,2010,REG,Iowa,Prairie View,SWAC,80,51,True,,3,5,W 1,Carver-Hawkeye Arena,2775
3236,9,2009-12-08,2010,REG,Iowa,Northern Iowa,MVC,50,67,False,,3,6,L 1,McLeod Center,2776
3237,10,2009-12-11,2010,REG,Iowa,Iowa State,Big 12,71,81,False,,3,7,L 2,James H. Hilton Coliseum,2777
3238,11,2009-12-19,2010,REG,Iowa,Drake,MVC,71,67,True,,4,7,W 1,Carver-Hawkeye Arena,2778
3239,12,2009-12-21,2010,REG,Iowa,South Carolina State,MEAC,82,69,True,,5,7,W 2,Carver-Hawkeye Arena,2779
3240,13,2009-12-29,2010,REG,Iowa,Purdue,Big Ten,56,67,False,,5,8,L 1,Carver-Hawkeye Arena,2780
3241,14,2010-01-02,2010,REG,Iowa,Minnesota,Big Ten,74,86,False,,5,9,L 2,Carver-Hawkeye Arena,2781
3242,15,2010-01-05,2010,REG,Iowa,Illinois,Big Ten,42,59,False,,5,10,L 3,Assembly Hall,2502
3243,16,2010-01-09,2010,REG,Iowa,Michigan State,Big Ten,53,71,False,,5,11,L 4,Carver-Hawkeye Arena,1187
3244,17,2010-01-12,2010,REG,Iowa,Tennessee State,OVC,67,62,True,,6,11,W 1,Carver-Hawkeye Arena,2782
3245,18,2010-01-16,2010,REG,Iowa,Penn State,Big Ten,67,64,True,,7,11,W 2,Carver-Hawkeye Arena,1891
3246,19,2010-01-20,2010,REG,Iowa,Michigan State,Big Ten,63,70,False,,7,12,L 1,Breslin Events Center,1190
3247,20,2010-01-24,2010,REG,Iowa,Indiana,Big Ten,58,43,True,,8,12,W 1,Assembly Hall,18
3248,21,2010-01-27,2010,REG,Iowa,Ohio State,Big Ten,57,65,False,,8,13,L 1,Carver-Hawkeye Arena,1556
3249,22,2010-01-30,2010,REG,Iowa,Michigan,Big Ten,46,60,False,,8,14,L 2,Crisler Arena,802
3250,23,2010-02-03,2010,REG,Iowa,Illinois,Big Ten,49,57,False,,8,15,L 3,Carver-Hawkeye Arena,2505
3251,24,2010-02-07,2010,REG,Iowa,Ohio State,Big Ten,58,68,False,,8,16,L 4,Value City Arena,1559
3252,25,2010-02-10,2010,REG,Iowa,Northwestern,Big Ten,78,65,True,,9,16,W 1,Carver-Hawkeye Arena,2783
3253,26,2010-02-13,2010,REG,Iowa,Purdue,Big Ten,40,63,False,,9,17,L 1,Mackey Arena,2784
3254,27,2010-02-16,2010,REG,Iowa,Michigan,Big Ten,78,80,False,OT,9,18,L 2,Carver-Hawkeye Arena,806
3255,28,2010-02-25,2010,REG,Iowa,Northwestern,Big Ten,57,74,False,,9,19,L 3,Welsh-Ryan Arena,2785
3256,29,2010-02-28,2010,REG,Iowa,Indiana,Big Ten,73,57,True,,10,19,W 1,Carver-Hawkeye Arena,27
3257,30,2010-03-03,2010,REG,Iowa,Wisconsin,Big Ten,40,67,False,,10,20,L 1,Kohl Center,2786
3258,31,2010-03-07,2010,REG,Iowa,Minnesota,Big Ten,53,88,False,,10,21,L 2,Williams Arena,2787
3259,32,2010-03-11,2010,CTOURN,Iowa,Michigan,Big Ten,52,59,False,,10,22,L 3,Conseco Fieldhouse,812
3260,1,2010-11-14,2011,REG,Iowa,South Dakota State,Summit,69,79,False,,0,1,L 1,Carver-Hawkeye Arena,2788
3261,2,2010-11-16,2011,REG,Iowa,Louisiana-Monroe,Sun Belt,68,40,True,,1,1,W 1,Carver-Hawkeye Arena,2789
3262,3,2010-11-19,2011,REG,Iowa,Xavier,A-10,73,86,False,,1,2,L 1,Virgin Islands Sport & Fitness Center,2790
3263,4,2010-11-20,2011,REG,Iowa,Alabama,SEC,55,47,True,,2,2,W 1,Virgin Islands Sport & Fitness Center,2791
3264,5,2010-11-22,2011,REG,Iowa,Cal State Long Beach,Big West,72,78,False,,2,3,L 1,Virgin Islands Sport & Fitness Center,2792
3265,6,2010-11-26,2011,REG,Iowa,Southern Illinois-Edwardsville,Ind,111,50,True,,3,3,W 1,Carver-Hawkeye Arena,2793
3266,7,2010-11-30,2011,REG,Iowa,Wake Forest,ACC,73,76,False,,3,4,L 1,Lawrence Joel Coliseum,2794
3267,8,2010-12-04,2011,REG,Iowa,Idaho State,Big Sky,70,53,True,,4,4,W 1,Carver-Hawkeye Arena,2795
3268,9,2010-12-07,2011,REG,Iowa,Northern Iowa,MVC,51,39,True,,5,4,W 2,Carver-Hawkeye Arena,2796
3269,10,2010-12-10,2011,REG,Iowa,Iowa State,Big 12,72,75,False,,5,5,L 1,Carver-Hawkeye Arena,2797
3270,11,2010-12-18,2011,REG,Iowa,Drake,MVC,59,52,True,,6,5,W 1,Knapp Center,2798
3271,12,2010-12-21,2011,REG,Iowa,Louisiana Tech,WAC,77,58,True,,7,5,W 2,Carver-Hawkeye Arena,2799
3272,13,2010-12-29,2011,REG,Iowa,Illinois,Big Ten,77,87,False,,7,6,L 1,Carver-Hawkeye Arena,2526
3273,14,2011-01-04,2011,REG,Iowa,Ohio State,Big Ten,68,73,False,,7,7,L 2,Carver-Hawkeye Arena,1582
3274,15,2011-01-09,2011,REG,Iowa,Purdue,Big Ten,52,75,False,,7,8,L 3,Mackey Arena,2800
3275,16,2011-01-12,2011,REG,Iowa,Northwestern,Big Ten,71,90,False,,7,9,L 4,Carver-Hawkeye Arena,2801
3276,17,2011-01-16,2011,REG,Iowa,Minnesota,Big Ten,59,69,False,,7,10,L 5,Williams Arena,2802
3277,18,2011-01-19,2011,REG,Iowa,Ohio State,Big Ten,48,70,False,,7,11,L 6,Value City Arena,1585
3278,19,2011-01-23,2011,REG,Iowa,Indiana,Big Ten,91,77,True,,8,11,W 1,Carver-Hawkeye Arena,50
3279,20,2011-01-26,2011,REG,Iowa,Penn State,Big Ten,51,65,False,,8,12,L 1,Bryce Jordan Center,1913
3280,21,2011-01-30,2011,REG,Iowa,Michigan,Big Ten,73,87,False,,8,13,L 2,Crisler Arena,834
3281,22,2011-02-02,2011,REG,Iowa,Michigan State,Big Ten,72,52,True,,9,13,W 1,Carver-Hawkeye Arena,1224
3282,23,2011-02-05,2011,REG,Iowa,Indiana,Big Ten,64,63,True,,10,13,W 2,Assembly Hall,54
3283,24,2011-02-09,2011,REG,Iowa,Wisconsin,Big Ten,59,62,False,OT,10,14,L 1,Carver-Hawkeye Arena,2803
3284,25,2011-02-13,2011,REG,Iowa,Minnesota,Big Ten,45,62,False,,10,15,L 2,Carver-Hawkeye Arena,2804
3285,26,2011-02-17,2011,REG,Iowa,Northwestern,Big Ten,70,73,False,,10,16,L 3,Welsh-Ryan Arena,2805
3286,27,2011-02-19,2011,REG,Iowa,Michigan,Big Ten,72,75,False,OT,10,17,L 4,Carver-Hawkeye Arena,839
3287,28,2011-02-26,2011,REG,Iowa,Illinois,Big Ten,68,81,False,,10,18,L 5,Assembly Hall,2533
3288,29,2011-03-02,2011,REG,Iowa,Michigan State,Big Ten,66,85,False,,10,19,L 6,Breslin Events Center,1231
3289,30,2011-03-05,2011,REG,Iowa,Purdue,Big Ten,67,65,True,,11,19,W 1,Carver-Hawkeye Arena,2806
3290,31,2011-03-10,2011,CTOURN,Iowa,Michigan State,Big Ten,61,66,False,,11,20,L 1,,1232
3291,1,2011-11-11,2012,REG,Iowa,Chicago State,GWC,96,53,True,,1,0,W 1,Carver-Hawkeye Arena,2807
3292,2,2011-11-14,2012,REG,Iowa,North Carolina A&T,MEAC,95,79,True,,2,0,W 2,Carver-Hawkeye Arena,2808
3293,3,2011-11-17,2012,REG,Iowa,Northern Illinois,MAC,88,55,True,,3,0,W 3,Carver-Hawkeye Arena,2809
3294,4,2011-11-20,2012,REG,Iowa,Creighton,MVC,59,82,False,,3,1,L 1,Wells Fargo Arena,2810
3295,5,2011-11-23,2012,REG,Iowa,Campbell,Big South,61,77,False,,3,2,L 2,Carver-Hawkeye Arena,2811
3296,6,2011-11-26,2012,REG,Iowa,Purdue-Fort Wayne,Summit,82,72,True,,4,2,W 1,Carver-Hawkeye Arena,2812
3297,7,2011-11-29,2012,REG,Iowa,Clemson,ACC,55,71,False,,4,3,L 1,Carver-Hawkeye Arena,2813
3298,8,2011-12-03,2012,REG,Iowa,Brown,Ivy,75,54,True,,5,3,W 1,Carver-Hawkeye Arena,2814
3299,9,2011-12-06,2012,REG,Iowa,Northern Iowa,MVC,60,80,False,,5,4,L 1,McLeod Center,2815
3300,10,2011-12-09,2012,REG,Iowa,Iowa State,Big 12,76,86,False,,5,5,L 2,James H. Hilton Coliseum,2816
3301,11,2011-12-17,2012,REG,Iowa,Drake,MVC,82,68,True,,6,5,W 1,Carver-Hawkeye Arena,2817
3302,12,2011-12-19,2012,REG,Iowa,Central Arkansas,Southland,105,64,True,,7,5,W 2,Carver-Hawkeye Arena,2818
3303,13,2011-12-22,2012,REG,Iowa,Boise State,MWC,81,72,True,,8,5,W 3,Carver-Hawkeye Arena,2819
3304,14,2011-12-28,2012,REG,Iowa,Purdue,Big Ten,76,79,False,,8,6,L 1,Carver-Hawkeye Arena,2820
3305,15,2011-12-31,2012,REG,Iowa,Wisconsin,Big Ten,72,65,True,,9,6,W 1,Kohl Center,2821
3306,16,2012-01-04,2012,REG,Iowa,Minnesota,Big Ten,64,62,True,,10,6,W 2,Williams Arena,2822
3307,17,2012-01-07,2012,REG,Iowa,Ohio State,Big Ten,47,76,False,,10,7,L 1,Carver-Hawkeye Arena,1615
3308,18,2012-01-10,2012,REG,Iowa,Michigan State,Big Ten,61,95,False,,10,8,L 2,Breslin Events Center,1251
3309,19,2012-01-14,2012,REG,Iowa,Michigan,Big Ten,75,59,True,,11,8,W 1,Carver-Hawkeye Arena,863
3310,20,2012-01-17,2012,REG,Iowa,Purdue,Big Ten,68,75,False,,11,9,L 1,Mackey Arena,2823
3311,21,2012-01-26,2012,REG,Iowa,Nebraska,Big Ten,73,79,False,,11,10,L 2,Carver-Hawkeye Arena,2824
3312,22,2012-01-29,2012,REG,Iowa,Indiana,Big Ten,89,103,False,,11,11,L 3,Assembly Hall,84
3313,23,2012-02-01,2012,REG,Iowa,Minnesota,Big Ten,63,59,True,,12,11,W 1,Carver-Hawkeye Arena,2825
3314,24,2012-02-04,2012,REG,Iowa,Penn State,Big Ten,77,64,True,,13,11,W 2,Carver-Hawkeye Arena,1942
3315,25,2012-02-09,2012,REG,Iowa,Northwestern,Big Ten,64,83,False,,13,12,L 1,Welsh-Ryan Arena,2826
3316,26,2012-02-16,2012,REG,Iowa,Penn State,Big Ten,64,69,False,,13,13,L 2,Bryce Jordan Center,1944
3317,27,2012-02-19,2012,REG,Iowa,Indiana,Big Ten,78,66,True,,14,13,W 1,Carver-Hawkeye Arena,89
3318,28,2012-02-23,2012,REG,Iowa,Wisconsin,Big Ten,67,66,True,,15,13,W 2,Carver-Hawkeye Arena,2827
3319,29,2012-02-26,2012,REG,Iowa,Illinois,Big Ten,54,65,False,,15,14,L 1,Assembly Hall,2558
3320,30,2012-02-29,2012,REG,Iowa,Nebraska,Big Ten,62,53,True,,16,14,W 1,Bob Devaney Sports Center,2828
3321,31,2012-03-03,2012,REG,Iowa,Northwestern,Big Ten,66,70,False,,16,15,L 1,Carver-Hawkeye Arena,2829
3322,32,2012-03-08,2012,CTOURN,Iowa,Illinois,Big Ten,64,61,True,,17,15,W 1,Conseco Fieldhouse,2560
