,G,Date,season_end,Type,TEAM,Opponent,Conf,Tm,Opp,Won,OT,W,L,Streak,Arena,game_id
2872,11,2010-12-12,2011,REG,Illinois,Northern Colorado,Big Sky,86,76,True,,10,1,W 7,Assembly Hall,2523
2873,12,2010-12-18,2011,REG,Illinois,Illinois-Chicago,Horizon,54,57,False,,10,2,L 1,United Center,2524
2874,13,2010-12-22,2011,REG,Illinois,Missouri,Big 12,64,75,False,,10,3,L 2,Scottrade Center,2525
2875,14,2010-12-29,2011,REG,Illinois,Iowa,Big Ten,87,77,True,,11,3,W 1,Carver-Hawkeye Arena,2526
2876,15,2011-01-02,2011,REG,Illinois,Wisconsin,Big Ten,69,61,True,,12,3,W 2,Assembly Hall,2527
2877,16,2011-01-06,2011,REG,Illinois,Northwestern,Big Ten,88,63,True,,13,3,W 3,Assembly Hall,2528
2878,17,2011-01-11,2011,REG,Illinois,Penn State,Big Ten,55,57,False,,13,4,L 1,Bryce Jordan Center,1911
2879,18,2011-01-15,2011,REG,Illinois,Wisconsin,Big Ten,66,76,False,,13,5,L 2,Kohl Center,2529
2880,19,2011-01-18,2011,REG,Illinois,Michigan State,Big Ten,71,62,True,,14,5,W 1,Assembly Hall,1222
2881,20,2011-01-22,2011,REG,Illinois,Ohio State,Big Ten,68,73,False,,14,6,L 1,Assembly Hall,1586
2882,21,2011-01-27,2011,REG,Illinois,Indiana,Big Ten,49,52,False,,14,7,L 2,Assembly Hall,51
2883,22,2011-02-01,2011,REG,Illinois,Penn State,Big Ten,68,51,True,,15,7,W 1,Assembly Hall,1915
2884,23,2011-02-05,2011,REG,Illinois,Northwestern,Big Ten,70,71,False,,15,8,L 1,Welsh-Ryan Arena,2530
2885,24,2011-02-10,2011,REG,Illinois,Minnesota,Big Ten,71,62,True,,16,8,W 1,Williams Arena,2531
2886,25,2011-02-13,2011,REG,Illinois,Purdue,Big Ten,70,81,False,,16,9,L 1,Assembly Hall,2532
2887,26,2011-02-16,2011,REG,Illinois,Michigan,Big Ten,54,52,True,,17,9,W 1,Assembly Hall,838
2888,27,2011-02-19,2011,REG,Illinois,Michigan State,Big Ten,57,61,False,,17,10,L 1,Breslin Events Center,1228
2889,28,2011-02-22,2011,REG,Illinois,Ohio State,Big Ten,70,89,False,,17,11,L 2,Value City Arena,1592
2890,29,2011-02-26,2011,REG,Illinois,Iowa,Big Ten,81,68,True,,18,11,W 1,Assembly Hall,2533
2891,30,2011-03-01,2011,REG,Illinois,Purdue,Big Ten,67,75,False,,18,12,L 1,Mackey Arena,2534
2892,31,2011-03-05,2011,REG,Illinois,Indiana,Big Ten,72,48,True,,19,12,W 1,Assembly Hall,61
2893,32,2011-03-11,2011,CTOURN,Illinois,Michigan,Big Ten,55,60,False,,19,13,L 1,,843
2894,33,2011-03-18,2011,NCAA,Illinois,Nevada-Las Vegas,MWC,73,62,True,,20,13,W 1,BOK Center,2535
2895,34,2011-03-20,2011,NCAA,Illinois,Kansas,Big 12,59,73,False,,20,14,L 1,BOK Center,2536
2896,1,2011-11-11,2012,REG,Illinois,Loyola (IL),Horizon,67,49,True,,1,0,W 1,Assembly Hall,2537
2897,2,2011-11-14,2012,REG,Illinois,Southern Illinois-Edwardsville,OVC,66,46,True,,2,0,W 2,Assembly Hall,2538
2898,3,2011-11-17,2012,REG,Illinois,Lipscomb,A-Sun,79,64,True,,3,0,W 3,Assembly Hall,2539
2899,4,2011-11-22,2012,REG,Illinois,Richmond,A-10,70,61,True,,4,0,W 4,Moon Palace Resort,2540
2900,5,2011-11-23,2012,REG,Illinois,Illinois State,MVC,63,59,True,,5,0,W 5,Moon Palace Resort,2541
2901,6,2011-11-27,2012,REG,Illinois,Chicago State,GWC,90,43,True,,6,0,W 6,Assembly Hall,2542
2902,7,2011-11-29,2012,REG,Illinois,Maryland,ACC,71,62,True,,7,0,W 7,Comcast Center,465
2903,8,2011-12-03,2012,REG,Illinois,Gonzaga,WCC,82,75,True,,8,0,W 8,Assembly Hall,2543
2904,9,2011-12-07,2012,REG,Illinois,St. Bonaventure,A-10,48,43,True,,9,0,W 9,Assembly Hall,2544
2905,10,2011-12-11,2012,REG,Illinois,Coppin State,MEAC,80,63,True,,10,0,W 10,Assembly Hall,2545
2906,11,2011-12-17,2012,REG,Illinois,Nevada-Las Vegas,MWC,48,64,False,,10,1,L 1,United Center,2546
2907,12,2011-12-19,2012,REG,Illinois,Cornell,Ivy,64,60,True,,11,1,W 1,Assembly Hall,2547
2908,13,2011-12-22,2012,REG,Illinois,Missouri,Big 12,74,78,False,,11,2,L 1,Scottrade Center,2548
2909,14,2011-12-27,2012,REG,Illinois,Minnesota,Big Ten,81,72,True,2OT,12,2,W 1,Assembly Hall,2549
2910,15,2011-12-31,2012,REG,Illinois,Purdue,Big Ten,60,75,False,,12,3,L 1,Mackey Arena,2550
2911,16,2012-01-04,2012,REG,Illinois,Northwestern,Big Ten,57,56,True,,13,3,W 1,Welsh-Ryan Arena,2551
2912,17,2012-01-07,2012,REG,Illinois,Nebraska,Big Ten,59,54,True,,14,3,W 2,Assembly Hall,2552
2913,18,2012-01-10,2012,REG,Illinois,Ohio State,Big Ten,79,74,True,,15,3,W 3,Assembly Hall,1616
2914,19,2012-01-19,2012,REG,Illinois,Penn State,Big Ten,52,54,False,,15,4,L 1,Bryce Jordan Center,1940
2915,20,2012-01-22,2012,REG,Illinois,Wisconsin,Big Ten,63,67,False,,15,5,L 2,Assembly Hall,2553
2916,21,2012-01-28,2012,REG,Illinois,Minnesota,Big Ten,72,77,False,OT,15,6,L 3,Williams Arena,2554
2917,22,2012-01-31,2012,REG,Illinois,Michigan State,Big Ten,42,41,True,,16,6,W 1,Assembly Hall,1255
2918,23,2012-02-05,2012,REG,Illinois,Northwestern,Big Ten,70,74,False,,16,7,L 1,Assembly Hall,2555
2919,24,2012-02-09,2012,REG,Illinois,Indiana,Big Ten,71,84,False,,16,8,L 2,Assembly Hall,87
2920,25,2012-02-12,2012,REG,Illinois,Michigan,Big Ten,61,70,False,,16,9,L 3,Crisler Arena,870
2921,26,2012-02-15,2012,REG,Illinois,Purdue,Big Ten,62,67,False,,16,10,L 4,Assembly Hall,2556
2922,27,2012-02-18,2012,REG,Illinois,Nebraska,Big Ten,57,80,False,,16,11,L 5,Bob Devaney Sports Center,2557
2923,28,2012-02-21,2012,REG,Illinois,Ohio State,Big Ten,67,83,False,,16,12,L 6,Value City Arena,1622
2924,29,2012-02-26,2012,REG,Illinois,Iowa,Big Ten,65,54,True,,17,12,W 1,Assembly Hall,2558
2925,30,2012-03-01,2012,REG,Illinois,Michigan,Big Ten,61,72,False,,17,13,L 1,Assembly Hall,874
2926,31,2012-03-04,2012,REG,Illinois,Wisconsin,Big Ten,56,70,False,,17,14,L 2,Kohl Center,2559
2927,32,2012-03-08,2012,CTOURN,Illinois,Iowa,Big Ten,61,64,False,,17,15,L 3,Conseco Fieldhouse,2560
2928,1,2012-11-09,2013,REG,Illinois,Colgate,Patriot,75,55,True,,1,0,W 1,Assembly Hall,2561
2929,2,2012-11-12,2013,REG,Illinois,St. Francis (NY),NEC,89,64,True,,2,0,W 2,Assembly Hall,2562
2930,3,2012-11-17,2013,REG,Illinois,Hawaii,Big West,78,77,True,OT,3,0,W 3,,2563
2931,4,2012-11-19,2013,REG,Illinois,Southern California,Pac-12,94,64,True,,4,0,W 4,,2564
2932,5,2012-11-20,2013,REG,Illinois,Chaminade,,84,61,True,,5,0,W 5,Lahaina Civic Center,2565
2933,6,2012-11-21,2013,REG,Illinois,Butler,A-10,78,61,True,,6,0,W 6,Lahaina Civic Center,2566
2934,7,2012-11-25,2013,REG,Illinois,Gardner-Webb,Big South,63,62,True,,7,0,W 7,Assembly Hall,2567
2935,8,2012-11-28,2013,REG,Illinois,Georgia Tech,ACC,75,62,True,,8,0,W 8,Assembly Hall,2568
2936,9,2012-12-04,2013,REG,Illinois,Western Carolina,Southern,72,64,True,,9,0,W 9,Assembly Hall,2569
2937,10,2012-12-08,2013,REG,Illinois,Gonzaga,WCC,85,74,True,,10,0,W 10,McCarthey Athletic Center,2570
2938,11,2012-12-11,2013,REG,Illinois,Norfolk State,MEAC,64,54,True,,11,0,W 11,Assembly Hall,2571
2939,12,2012-12-16,2013,REG,Illinois,Eastern Kentucky,OVC,66,53,True,,12,0,W 12,Assembly Hall,2572
2940,13,2012-12-22,2013,REG,Illinois,Missouri,SEC,73,82,False,,12,1,L 1,Mizzou Arena,2573
2941,14,2012-12-29,2013,REG,Illinois,Auburn,SEC,81,79,True,,13,1,W 1,,2574
2942,15,2013-01-02,2013,REG,Illinois,Purdue,Big Ten,61,68,False,,13,2,L 1,Mackey Arena,2575
2943,16,2013-01-05,2013,REG,Illinois,Ohio State,Big Ten,74,55,True,,14,2,W 1,Assembly Hall,1644
2944,17,2013-01-09,2013,REG,Illinois,Minnesota,Big Ten,67,84,False,,14,3,L 1,Assembly Hall,2576
2945,18,2013-01-12,2013,REG,Illinois,Wisconsin,Big Ten,51,74,False,,14,4,L 2,Kohl Center,2577
2946,19,2013-01-17,2013,REG,Illinois,Northwestern,Big Ten,54,68,False,,14,5,L 3,Assembly Hall,2578
2947,20,2013-01-22,2013,REG,Illinois,Nebraska,Big Ten,71,51,True,,15,5,W 1,Bob Devaney Sports Center,2579
2948,21,2013-01-27,2013,REG,Illinois,Michigan,Big Ten,60,74,False,,15,6,L 1,Assembly Hall,898
2949,22,2013-01-31,2013,REG,Illinois,Michigan State,Big Ten,75,80,False,,15,7,L 2,Breslin Events Center,1289
2950,23,2013-02-03,2013,REG,Illinois,Wisconsin,Big Ten,68,74,False,,15,8,L 3,Assembly Hall,2580
2951,24,2013-02-07,2013,REG,Illinois,Indiana,Big Ten,74,72,True,,16,8,W 1,Assembly Hall,121
2952,25,2013-02-10,2013,REG,Illinois,Minnesota,Big Ten,57,53,True,,17,8,W 2,Williams Arena,2581
2953,26,2013-02-13,2013,REG,Illinois,Purdue,Big Ten,79,59,True,,18,8,W 3,Assembly Hall,2582
2954,27,2013-02-17,2013,REG,Illinois,Northwestern,Big Ten,62,41,True,,19,8,W 4,Welsh-Ryan Arena,2583
2955,28,2013-02-21,2013,REG,Illinois,Penn State,Big Ten,64,59,True,,20,8,W 5,Assembly Hall,1968
2956,29,2013-02-24,2013,REG,Illinois,Michigan,Big Ten,58,71,False,,20,9,L 1,Crisler Arena,904
2957,30,2013-03-02,2013,REG,Illinois,Nebraska,Big Ten,72,65,True,,21,9,W 1,Assembly Hall,2584
2958,31,2013-03-05,2013,REG,Illinois,Iowa,Big Ten,55,63,False,,21,10,L 1,Carver-Hawkeye Arena,2585
2959,32,2013-03-10,2013,REG,Illinois,Ohio State,Big Ten,55,68,False,,21,11,L 2,Value City Arena,1654
2960,33,2013-03-14,2013,CTOURN,Illinois,Minnesota,Big Ten,51,49,True,,22,11,W 1,,2586
2961,34,2013-03-15,2013,CTOURN,Illinois,Indiana,Big Ten,64,80,False,,22,12,L 1,United Center,130
2962,35,2013-03-22,2013,NCAA,Illinois,Colorado,Pac-12,57,49,True,,23,12,W 1,Frank Erwin Center,2587
2963,36,2013-03-24,2013,NCAA,Illinois,Miami (FL),ACC,59,63,False,,23,13,L 1,Frank Erwin Center,2588
2964,1,2013-11-08,2014,REG,Illinois,Alabama State,SWAC,80,63,True,,1,0,W 1,Assembly Hall,2589
2965,2,2013-11-10,2014,REG,Illinois,Jacksonville State,OVC,86,62,True,,2,0,W 2,Assembly Hall,2590
2966,3,2013-11-13,2014,REG,Illinois,Valparaiso,Horizon,64,52,True,,3,0,W 3,Assembly Hall,2591
2967,4,2013-11-17,2014,REG,Illinois,Bradley,MVC,81,55,True,,4,0,W 4,Assembly Hall,2592
2968,5,2013-11-22,2014,REG,Illinois,Chicago State,WAC,77,53,True,,5,0,W 5,Assembly Hall,2593
2969,6,2013-11-26,2014,REG,Illinois,Nevada-Las Vegas,MWC,61,59,True,,6,0,W 6,Thomas & Mack Center,2594
2970,7,2013-11-29,2014,REG,Illinois,Purdue-Fort Wayne,Summit,57,55,True,,7,0,W 7,Assembly Hall,2595
2971,8,2013-12-03,2014,REG,Illinois,Georgia Tech,ACC,64,67,False,,7,1,L 1,McCamish Pavilion,2596
2972,9,2013-12-08,2014,REG,Illinois,Auburn,SEC,81,62,True,,8,1,W 1,Philips Arena,2597
2973,10,2013-12-10,2014,REG,Illinois,Dartmouth,Ivy,72,65,True,,9,1,W 2,Assembly Hall,2598
2974,11,2013-12-14,2014,REG,Illinois,Oregon,Pac-12,64,71,False,,9,2,L 1,,2599
2975,12,2013-12-21,2014,REG,Illinois,Missouri,SEC,65,64,True,,10,2,W 1,Scottrade Center,2600
2976,13,2013-12-28,2014,REG,Illinois,Illinois-Chicago,Horizon,74,60,True,,11,2,W 2,,2601
2977,14,2013-12-31,2014,REG,Illinois,Indiana,Big Ten,83,80,True,OT,12,2,W 3,Assembly Hall,148
2978,15,2014-01-04,2014,REG,Illinois,Penn State,Big Ten,75,55,True,,13,2,W 4,Assembly Hall,1985
2979,16,2014-01-08,2014,REG,Illinois,Wisconsin,Big Ten,70,95,False,,13,3,L 1,Kohl Center,2602
2980,17,2014-01-12,2014,REG,Illinois,Northwestern,Big Ten,43,49,False,,13,4,L 2,Welsh-Ryan Arena,2603
2981,18,2014-01-15,2014,REG,Illinois,Purdue,Big Ten,58,66,False,,13,5,L 3,Assembly Hall,2604
2982,19,2014-01-18,2014,REG,Illinois,Michigan State,Big Ten,62,78,False,,13,6,L 4,Assembly Hall,1317
2983,20,2014-01-23,2014,REG,Illinois,Ohio State,Big Ten,55,62,False,,13,7,L 5,Value City Arena,1678
2984,21,2014-01-26,2014,REG,Illinois,Indiana,Big Ten,46,56,False,,13,8,L 6,Assembly Hall,154
2985,22,2014-02-01,2014,REG,Illinois,Iowa,Big Ten,74,81,False,,13,9,L 7,Assembly Hall,2605
2986,23,2014-02-04,2014,REG,Illinois,Wisconsin,Big Ten,63,75,False,,13,10,L 8,Assembly Hall,2606
2987,24,2014-02-09,2014,REG,Illinois,Penn State,Big Ten,60,55,True,,14,10,W 1,Bryce Jordan Center,1990
2988,25,2014-02-12,2014,REG,Illinois,Nebraska,Big Ten,58,67,False,,14,11,L 1,Pinnacle Bank Arena,2607
2989,26,2014-02-15,2014,REG,Illinois,Ohio State,Big Ten,39,48,False,,14,12,L 2,Assembly Hall,1683
2990,27,2014-02-19,2014,REG,Illinois,Minnesota,Big Ten,62,49,True,,15,12,W 1,Williams Arena,2608
2991,28,2014-02-26,2014,REG,Illinois,Nebraska,Big Ten,60,49,True,,16,12,W 2,Assembly Hall,2609
2992,29,2014-03-01,2014,REG,Illinois,Michigan State,Big Ten,53,46,True,,17,12,W 3,Breslin Events Center,1325
2993,30,2014-03-04,2014,REG,Illinois,Michigan,Big Ten,53,84,False,,17,13,L 1,Assembly Hall,943
2994,31,2014-03-08,2014,REG,Illinois,Iowa,Big Ten,66,63,True,,18,13,W 1,Carver-Hawkeye Arena,2610
2995,32,2014-03-13,2014,CTOURN,Illinois,Indiana,Big Ten,64,54,True,,19,13,W 2,,166
2996,33,2014-03-14,2014,CTOURN,Illinois,Michigan,Big Ten,63,64,False,,19,14,L 1,Conseco Fieldhouse,944
2997,34,2014-03-19,2014,NIT,Illinois,Boston University,Patriot,66,62,True,,20,14,W 1,,2611
2998,35,2014-03-23,2014,NIT,Illinois,Clemson,ACC,49,50,False,,20,15,L 1,Littlejohn Coliseum,2612
2999,1,2014-11-14,2015,REG,Illinois,Georgia Southern,Sun Belt,80,71,True,,1,0,W 1,State Farm Center,2613
3000,2,2014-11-16,2015,REG,Illinois,Coppin State,MEAC,114,56,True,,2,0,W 2,State Farm Center,2614
3001,3,2014-11-21,2015,REG,Illinois,Austin Peay,OVC,107,66,True,,3,0,W 3,State Farm Center,2615
3002,4,2014-11-24,2015,REG,Illinois,Brown,Ivy,89,68,True,,4,0,W 4,State Farm Center,2616
3003,5,2014-11-27,2015,REG,Illinois,Indiana State,MVC,88,62,True,,5,0,W 5,Orleans Arena,2617
3004,6,2014-11-28,2015,REG,Illinois,Baylor,Big 12,62,54,True,,6,0,W 6,Orleans Arena,2618
3005,7,2014-12-02,2015,REG,Illinois,Miami (FL),ACC,61,70,False,,6,1,L 1,BankUnited Center,2619
3006,8,2014-12-06,2015,REG,Illinois,American,Patriot,70,55,True,,7,1,W 1,State Farm Center,2620
3007,9,2014-12-09,2015,REG,Illinois,Villanova,Big East,59,73,False,,7,2,L 1,Madison Square Garden (IV),2621
3008,10,2014-12-13,2015,REG,Illinois,Oregon,Pac-12,70,77,False,,7,3,L 2,United Center,2622
3009,11,2014-12-17,2015,REG,Illinois,Hampton,MEAC,73,55,True,,8,3,W 1,State Farm Center,2623
3010,12,2014-12-20,2015,REG,Illinois,Missouri,SEC,62,59,True,,9,3,W 2,Scottrade Center,2624
3011,13,2014-12-27,2015,REG,Illinois,Kennesaw State,A-Sun,93,45,True,,10,3,W 3,State Farm Center,2625
3012,14,2014-12-30,2015,REG,Illinois,Michigan,Big Ten,65,73,False,OT,10,4,L 1,Crisler Arena,963
3013,15,2015-01-03,2015,REG,Illinois,Ohio State,Big Ten,61,77,False,,10,5,L 2,Value City Arena,1704
3014,16,2015-01-07,2015,REG,Illinois,Maryland,Big Ten,64,57,True,,11,5,W 1,State Farm Center,577
3015,17,2015-01-11,2015,REG,Illinois,Nebraska,Big Ten,43,53,False,,11,6,L 1,Pinnacle Bank Arena,2626
3016,18,2015-01-14,2015,REG,Illinois,Northwestern,Big Ten,72,67,True,,12,6,W 1,Welsh-Ryan Arena,2627
3017,19,2015-01-18,2015,REG,Illinois,Indiana,Big Ten,74,80,False,,12,7,L 1,State Farm Center,184
3018,20,2015-01-21,2015,REG,Illinois,Purdue,Big Ten,66,57,True,,13,7,W 1,State Farm Center,2628
3019,21,2015-01-24,2015,REG,Illinois,Minnesota,Big Ten,71,79,False,,13,8,L 1,Williams Arena,2629
3020,22,2015-01-31,2015,REG,Illinois,Penn State,Big Ten,60,58,True,,14,8,W 1,State Farm Center,2017
3021,23,2015-02-03,2015,REG,Illinois,Rutgers,Big Ten,66,54,True,,15,8,W 2,State Farm Center,2350
3022,24,2015-02-07,2015,REG,Illinois,Michigan State,Big Ten,59,54,True,,16,8,W 3,Breslin Events Center,1352
3023,25,2015-02-12,2015,REG,Illinois,Michigan,Big Ten,64,52,True,OT,17,8,W 4,State Farm Center,974
3024,26,2015-02-15,2015,REG,Illinois,Wisconsin,Big Ten,49,68,False,,17,9,L 1,Kohl Center,2630
3025,27,2015-02-22,2015,REG,Illinois,Michigan State,Big Ten,53,60,False,,17,10,L 2,State Farm Center,1355
3026,28,2015-02-25,2015,REG,Illinois,Iowa,Big Ten,60,68,False,,17,11,L 3,Carver-Hawkeye Arena,2631
3027,29,2015-02-28,2015,REG,Illinois,Northwestern,Big Ten,86,60,True,,18,11,W 1,State Farm Center,2632
3028,30,2015-03-04,2015,REG,Illinois,Nebraska,Big Ten,69,57,True,,19,11,W 2,State Farm Center,2633
3029,31,2015-03-07,2015,REG,Illinois,Purdue,Big Ten,58,63,False,,19,12,L 1,Mackey Arena,2634
3030,32,2015-03-12,2015,CTOURN,Illinois,Michigan,Big Ten,55,73,False,,19,13,L 2,United Center,979
3031,33,2015-03-17,2015,NIT,Illinois,Alabama,SEC,58,79,False,,19,14,L 3,Coleman Coliseum,2635
3032,1,2015-11-13,2016,REG,Illinois,North Florida,A-Sun,81,93,False,,0,1,L 1,Prairie Capital Convention Center,2636
3033,2,2015-11-15,2016,REG,Illinois,North Dakota State,Summit,80,74,True,,1,1,W 1,Prairie Capital Convention Center,2637
3034,3,2015-11-18,2016,REG,Illinois,Providence,Big East,59,60,False,,1,2,L 1,Dunkin' Donuts Center,2638
3035,4,2015-11-21,2016,REG,Illinois,Chattanooga,Southern,77,81,False,,1,3,L 2,Prairie Capital Convention Center,2639
3036,5,2015-11-23,2016,REG,Illinois,Chicago State,WAC,82,79,True,,2,3,W 1,Prairie Capital Convention Center,2640
3037,6,2015-11-27,2016,REG,Illinois,Alabama-Birmingham,CUSA,72,58,True,,3,3,W 2,The Arena,2641
3038,7,2015-11-28,2016,REG,Illinois,Iowa State,Big 12,73,84,False,,3,4,L 1,The Arena,2642
3039,8,2015-12-02,2016,REG,Illinois,Notre Dame,ACC,79,84,False,,3,5,L 2,State Farm Center,2643
3040,9,2015-12-05,2016,REG,Illinois,Western Carolina,Southern,80,68,True,,4,5,W 1,State Farm Center,2644
3041,10,2015-12-09,2016,REG,Illinois,Yale,Ivy,69,65,True,,5,5,W 2,State Farm Center,2645
3042,11,2015-12-12,2016,REG,Illinois,Illinois-Chicago,Horizon,83,79,True,,6,5,W 3,United Center,2646
3043,12,2015-12-19,2016,REG,Illinois,South Dakota,Summit,91,79,True,,7,5,W 4,State Farm Center,2647
3044,13,2015-12-23,2016,REG,Illinois,Missouri,SEC,68,63,True,,8,5,W 5,Scottrade Center,2648
3045,14,2015-12-30,2016,REG,Illinois,Michigan,Big Ten,68,78,False,,8,6,L 1,State Farm Center,994
3046,15,2016-01-03,2016,REG,Illinois,Ohio State,Big Ten,73,75,False,,8,7,L 2,Value City Arena,1732
3047,16,2016-01-07,2016,REG,Illinois,Michigan State,Big Ten,54,79,False,,8,8,L 3,Breslin Events Center,1381
3048,17,2016-01-10,2016,REG,Illinois,Purdue,Big Ten,84,70,True,,9,8,W 1,State Farm Center,2649
3049,18,2016-01-16,2016,REG,Illinois,Nebraska,Big Ten,67,78,False,,9,9,L 1,State Farm Center,2650
3050,19,2016-01-19,2016,REG,Illinois,Indiana,Big Ten,69,103,False,,9,10,L 2,Assembly Hall,219
3051,20,2016-01-23,2016,REG,Illinois,Minnesota,Big Ten,76,71,True,OT,10,10,W 1,Williams Arena,2651
3052,21,2016-01-28,2016,REG,Illinois,Ohio State,Big Ten,63,68,False,OT,10,11,L 1,State Farm Center,1737
3053,22,2016-01-31,2016,REG,Illinois,Wisconsin,Big Ten,55,63,False,,10,12,L 2,State Farm Center,2652
3054,23,2016-02-03,2016,REG,Illinois,Rutgers,Big Ten,110,101,True,3OT,11,12,W 1,Louis Brown Athletic Center,2372
3055,24,2016-02-07,2016,REG,Illinois,Iowa,Big Ten,65,77,False,,11,13,L 1,State Farm Center,2653
3056,25,2016-02-13,2016,REG,Illinois,Northwestern,Big Ten,56,58,False,,11,14,L 2,Welsh-Ryan Arena,2654
3057,26,2016-02-16,2016,REG,Illinois,Rutgers,Big Ten,82,66,True,,12,14,W 1,State Farm Center,2374
3058,27,2016-02-21,2016,REG,Illinois,Wisconsin,Big Ten,60,69,False,,12,15,L 1,Kohl Center,2655
3059,28,2016-02-25,2016,REG,Illinois,Indiana,Big Ten,47,74,False,,12,16,L 2,State Farm Center,229
3060,29,2016-02-28,2016,REG,Illinois,Minnesota,Big Ten,84,71,True,,13,16,W 1,State Farm Center,2656
3061,30,2016-03-03,2016,REG,Illinois,Maryland,Big Ten,55,81,False,,13,17,L 1,Xfinity Center,623
3062,31,2016-03-06,2016,REG,Illinois,Penn State,Big Ten,79,86,False,2OT,13,18,L 2,Bryce Jordan Center,2049
3063,32,2016-03-09,2016,CTOURN,Illinois,Minnesota,Big Ten,85,52,True,,14,18,W 1,Bankers Life Fieldhouse,2657
3064,33,2016-03-10,2016,CTOURN,Illinois,Iowa,Big Ten,68,66,True,,15,18,W 2,Bankers Life Fieldhouse,2658
3065,34,2016-03-11,2016,CTOURN,Illinois,Purdue,Big Ten,58,89,False,,15,19,L 1,Bankers Life Fieldhouse,2659
3066,1,2016-11-11,2017,REG,Illinois,Southeast Missouri State,OVC,81,62,True,,1,0,W 1,State Farm Center,2660
3067,2,2016-11-13,2017,REG,Illinois,Northern Kentucky,Horizon,79,64,True,,2,0,W 2,State Farm Center,2661
3068,3,2016-11-15,2017,REG,Illinois,McKendree,,112,65,True,,3,0,W 3,State Farm Center,2662
3069,4,2016-11-18,2017,REG,Illinois,Detroit Mercy,Horizon,89,69,True,,4,0,W 4,State Farm Center,2663
3070,5,2016-11-21,2017,REG,Illinois,Winthrop,Big South,80,84,False,OT,4,1,L 1,State Farm Center,2664
3071,6,2016-11-24,2017,REG,Illinois,West Virginia,Big 12,57,89,False,,4,2,L 2,Barclays Center,2665
3072,7,2016-11-25,2017,REG,Illinois,Florida State,ACC,61,72,False,,4,3,L 3,Barclays Center,2666
3073,8,2016-11-29,2017,REG,Illinois,North Carolina State,ACC,88,74,True,,5,3,W 1,State Farm Center,2667
3074,9,2016-12-03,2017,REG,Illinois,Virginia Commonwealth,A-10,64,46,True,,6,3,W 2,American Airlines Arena,2668
3075,10,2016-12-06,2017,REG,Illinois,IUPUI,Summit,85,77,True,,7,3,W 3,State Farm Center,2669
3076,11,2016-12-10,2017,REG,Illinois,Central Michigan,MAC,92,73,True,,8,3,W 4,State Farm Center,2670
3077,12,2016-12-17,2017,REG,Illinois,Brigham Young,WCC,75,73,True,,9,3,W 5,United Center,2671
3078,13,2016-12-21,2017,REG,Illinois,Missouri,SEC,75,66,True,,10,3,W 6,Scottrade Center,2672
3079,14,2016-12-27,2017,REG,Illinois,Maryland,Big Ten,59,84,False,,10,4,L 1,Xfinity Center,642
3080,15,2017-01-01,2017,REG,Illinois,Ohio State,Big Ten,75,70,True,,11,4,W 1,State Farm Center,1759
3081,16,2017-01-07,2017,REG,Illinois,Indiana,Big Ten,80,96,False,,11,5,L 1,Assembly Hall,251
3082,17,2017-01-11,2017,REG,Illinois,Michigan,Big Ten,85,69,True,,12,5,W 1,State Farm Center,1028
3083,18,2017-01-14,2017,REG,Illinois,Maryland,Big Ten,56,62,False,,12,6,L 1,State Farm Center,645
3084,19,2017-01-17,2017,REG,Illinois,Purdue,Big Ten,68,91,False,,12,7,L 2,Mackey Arena,2673
3085,20,2017-01-21,2017,REG,Illinois,Michigan,Big Ten,57,66,False,,12,8,L 3,Crisler Arena,1031
3086,21,2017-01-25,2017,REG,Illinois,Iowa,Big Ten,76,64,True,,13,8,W 1,State Farm Center,2674
3087,22,2017-01-28,2017,REG,Illinois,Penn State,Big Ten,67,71,False,,13,9,L 1,Bryce Jordan Center,2068
3088,23,2017-01-31,2017,REG,Illinois,Wisconsin,Big Ten,43,57,False,,13,10,L 2,State Farm Center,2675
3089,24,2017-02-04,2017,REG,Illinois,Minnesota,Big Ten,59,68,False,,13,11,L 3,State Farm Center,2676
3090,25,2017-02-07,2017,REG,Illinois,Northwestern,Big Ten,68,61,True,,14,11,W 1,Welsh-Ryan Arena,2677
3091,26,2017-02-11,2017,REG,Illinois,Penn State,Big Ten,70,83,False,,14,12,L 1,State Farm Center,2070
3092,27,2017-02-18,2017,REG,Illinois,Iowa,Big Ten,70,66,True,,15,12,W 1,Carver-Hawkeye Arena,2678
3093,28,2017-02-21,2017,REG,Illinois,Northwestern,Big Ten,66,50,True,,16,12,W 2,State Farm Center,2679
3094,29,2017-02-26,2017,REG,Illinois,Nebraska,Big Ten,73,57,True,,17,12,W 3,Pinnacle Bank Arena,2680
3095,30,2017-03-01,2017,REG,Illinois,Michigan State,Big Ten,73,70,True,,18,12,W 4,State Farm Center,1423
3096,31,2017-03-04,2017,REG,Illinois,Rutgers,Big Ten,59,62,False,,18,13,L 1,Louis Brown Athletic Center,2401
3097,32,2017-03-09,2017,CTOURN,Illinois,Michigan,Big Ten,55,75,False,,18,14,L 2,Verizon Center,1041
3098,33,2017-03-14,2017,NIT,Illinois,Valparaiso,Horizon,82,57,True,,19,14,W 1,State Farm Center,2681
3099,34,2017-03-20,2017,NIT,Illinois,Boise State,MWC,71,56,True,,20,14,W 2,State Farm Center,2682
3100,35,2017-03-22,2017,NIT,Illinois,Central Florida,AAC,58,68,False,,20,15,L 1,CFE Arena,2683
