,Player,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Starter,game_id,TEAM
11,School Totals,200,24,60,.400,19,39,.487,5,21,.238,4,9,.444,9,21,30,12,4,5,10,18,57,False,2628,Purdue
10,School Totals,200,25,53,.472,21,33,.636,4,20,.200,13,23,.565,8,20,28,19,3,8,5,17,67,False,2899,Purdue
14,School Totals,200,27,46,.587,23,32,.719,4,14,.286,25,33,.758,8,23,31,13,6,10,12,20,83,False,187,Purdue
10,School Totals,200,21,45,.467,19,36,.528,2,9,.222,24,32,.750,7,25,32,16,5,1,8,12,68,False,3593,Purdue
10,School Totals,200,19,45,.422,16,33,.485,3,12,.250,19,27,.704,10,21,31,10,7,9,13,16,60,False,1708,Purdue
11,School Totals,200,22,51,.431,11,25,.440,11,26,.423,3,5,.600,9,26,35,16,3,7,23,18,58,False,3153,Purdue
10,School Totals,200,21,52,.404,18,37,.486,3,15,.200,16,23,.696,8,20,28,7,9,5,12,19,61,False,2351,Purdue
10,School Totals,200,20,52,.385,12,31,.387,8,21,.381,18,30,.600,15,25,40,15,6,3,11,11,66,False,3396,Purdue
11,School Totals,200,24,52,.462,22,34,.647,2,18,.111,17,21,.810,11,24,35,12,6,5,15,17,67,False,193,Purdue
10,School Totals,200,31,56,.554,24,41,.585,7,15,.467,23,36,.639,9,26,35,21,5,6,12,24,92,False,2353,Purdue
10,School Totals,200,23,52,.442,15,34,.441,8,18,.444,7,13,.538,9,21,30,12,4,4,14,23,61,False,1712,Purdue
10,School Totals,200,24,53,.453,14,32,.438,10,21,.476,8,12,.667,8,23,31,15,6,6,12,24,66,False,1358,Purdue
11,School Totals,200,18,44,.409,12,26,.462,6,18,.333,21,26,.808,9,27,36,13,7,2,20,20,63,False,2634,Purdue
10,School Totals,200,18,46,.391,12,26,.462,6,20,.300,22,30,.733,11,26,37,14,0,7,9,19,64,False,2025,Purdue
10,School Totals,200,19,51,.373,12,37,.324,7,14,.500,6,6,1.000,7,16,23,12,3,3,9,15,51,False,3774,Purdue
10,School Totals,225,26,72,.361,22,46,.478,4,26,.154,9,15,.600,19,30,49,13,5,1,12,18,65,False,3775,Purdue
13,School Totals,200,24,53,.453,12,22,.545,12,31,.387,21,32,.656,12,33,45,21,4,8,13,22,81,False,3776,Purdue
13,School Totals,200,36,65,.554,18,29,.621,18,36,.500,17,27,.630,7,25,32,24,7,4,5,24,107,False,3777,Purdue
14,School Totals,200,34,57,.596,25,36,.694,9,21,.429,19,22,.864,11,40,51,23,7,13,22,17,96,False,3778,Purdue
12,School Totals,200,23,56,.411,17,36,.472,6,20,.300,9,12,.750,12,30,42,8,4,4,11,12,61,False,3779,Purdue
11,School Totals,200,30,60,.500,19,34,.559,11,26,.423,14,20,.700,10,26,36,15,3,4,13,14,85,False,3780,Purdue
13,School Totals,200,26,60,.433,22,41,.537,4,19,.211,21,25,.840,11,36,47,16,1,7,12,17,77,False,3781,Purdue
10,School Totals,200,24,55,.436,13,27,.481,11,28,.393,13,18,.722,12,24,36,19,5,0,12,20,72,False,3782,Purdue
10,School Totals,200,23,62,.371,20,41,.488,3,21,.143,21,28,.750,12,32,44,13,8,4,19,20,70,False,3783,Purdue
13,School Totals,200,28,54,.519,21,32,.656,7,22,.318,17,21,.810,6,28,34,20,10,9,12,16,80,False,3784,Purdue
14,School Totals,200,34,68,.500,22,37,.595,12,31,.387,13,17,.765,12,30,42,28,5,4,6,18,93,False,3785,Purdue
14,School Totals,200,33,60,.550,23,39,.590,10,21,.476,19,28,.679,8,33,41,26,3,6,10,13,95,False,3786,Purdue
11,School Totals,200,24,58,.414,17,36,.472,7,22,.318,13,16,.813,7,30,37,14,4,9,18,23,68,False,3787,Purdue
11,School Totals,200,21,58,.362,19,39,.487,2,19,.105,24,31,.774,13,29,42,14,5,8,11,14,68,False,3788,Purdue
11,School Totals,200,22,50,.440,17,37,.459,5,13,.385,12,14,.857,6,28,34,12,4,2,16,11,61,False,3789,Purdue
11,School Totals,200,23,59,.390,15,34,.441,8,25,.320,9,15,.600,12,23,35,17,4,5,14,18,63,False,2919,Purdue
11,School Totals,200,30,54,.556,21,36,.583,9,18,.500,18,21,.857,5,30,35,26,5,7,9,13,87,False,996,Purdue
11,School Totals,200,27,60,.450,20,38,.526,7,22,.318,9,11,.818,9,21,30,15,3,1,16,28,70,False,2649,Purdue
11,School Totals,200,27,59,.458,19,38,.500,8,21,.381,12,19,.632,10,27,37,15,9,4,13,15,74,False,2040,Purdue
14,School Totals,200,39,80,.488,28,51,.549,11,29,.379,18,24,.750,24,35,59,19,5,3,4,13,107,False,2370,Purdue
11,School Totals,200,23,59,.390,19,42,.452,4,17,.235,25,31,.806,13,21,34,14,5,4,6,21,75,False,1735,Purdue
10,School Totals,200,27,64,.422,18,41,.439,9,23,.391,8,15,.533,11,25,36,15,8,2,17,24,71,False,2921,Purdue
9,School Totals,200,24,57,.421,19,41,.463,5,16,.313,15,19,.789,10,28,38,13,3,5,14,19,68,False,3171,Purdue
10,School Totals,200,33,56,.589,26,44,.591,7,12,.583,16,18,.889,9,27,36,27,2,5,14,13,89,False,3411,Purdue
10,School Totals,200,28,69,.406,25,44,.568,3,25,.120,2,5,.400,7,28,35,17,4,1,9,20,61,False,617,Purdue
12,School Totals,225,26,60,.433,18,44,.409,8,16,.500,22,29,.759,13,26,39,15,2,11,15,17,82,False,1388,Purdue
10,School Totals,200,21,53,.396,15,41,.366,6,12,.500,8,14,.571,7,27,34,8,2,3,9,18,56,False,1004,Purdue
11,School Totals,200,23,60,.383,19,47,.404,4,13,.308,21,28,.750,18,26,44,11,2,1,9,14,71,False,3609,Purdue
11,School Totals,200,27,46,.587,18,27,.667,9,19,.474,10,16,.625,3,22,25,19,1,2,13,16,73,False,228,Purdue
10,School Totals,200,31,60,.517,24,43,.558,7,17,.412,14,20,.700,17,22,39,16,3,2,15,17,83,False,622,Purdue
12,School Totals,200,30,53,.566,23,38,.605,7,15,.467,14,17,.824,5,29,34,22,3,6,8,19,81,False,3413,Purdue
13,School Totals,200,28,45,.622,18,26,.692,10,19,.526,25,33,.758,4,25,29,23,2,2,9,14,91,False,3790,Purdue
14,School Totals,200,35,60,.583,22,33,.667,13,27,.481,6,10,.600,7,31,38,25,3,4,10,18,89,False,2659,Purdue
11,School Totals,200,29,55,.527,25,43,.581,4,12,.333,14,18,.778,5,32,37,18,5,4,12,12,76,False,1010,Purdue
10,School Totals,200,21,55,.382,18,40,.450,3,15,.200,17,21,.810,5,22,27,10,4,4,5,14,62,False,1395,Purdue
10,School Totals,250,26,62,.419,17,34,.500,9,28,.321,22,28,.786,10,41,51,17,2,7,18,23,83,False,3791,Purdue
11,School Totals,200,39,70,.557,30,47,.638,9,23,.391,22,31,.710,19,37,56,23,7,4,14,10,109,False,3792,Purdue
9,School Totals,200,28,57,.491,20,35,.571,8,22,.364,12,19,.632,5,22,27,26,2,1,15,21,76,False,3793,Purdue
9,School Totals,200,17,45,.378,12,23,.522,5,22,.227,25,37,.676,6,19,25,11,6,1,14,16,64,False,3794,Purdue
12,School Totals,200,27,55,.491,16,35,.457,11,20,.550,20,27,.741,7,22,29,17,7,1,13,20,85,False,3795,Purdue
13,School Totals,200,36,56,.643,19,30,.633,17,26,.654,7,13,.538,7,28,35,20,6,1,21,20,96,False,3796,Purdue
10,School Totals,200,26,60,.433,17,31,.548,9,29,.310,18,20,.900,8,27,35,21,7,1,16,12,79,False,3797,Purdue
10,School Totals,200,19,53,.358,9,30,.300,10,23,.435,16,22,.727,9,25,34,13,6,1,17,19,64,False,3798,Purdue
12,School Totals,200,34,61,.557,19,32,.594,15,29,.517,7,14,.500,4,28,32,27,5,3,9,8,90,False,3799,Purdue
12,School Totals,200,38,64,.594,23,37,.622,15,27,.556,6,8,.750,9,29,38,26,3,4,15,19,97,False,3800,Purdue
12,School Totals,200,28,58,.483,19,34,.559,9,24,.375,12,18,.667,10,30,40,18,7,5,15,13,77,False,3801,Purdue
9,School Totals,200,30,66,.455,23,48,.479,7,18,.389,19,23,.826,13,26,39,19,4,5,9,13,86,False,3802,Purdue
12,School Totals,200,27,64,.422,22,46,.478,5,18,.278,23,30,.767,15,36,51,19,2,2,6,12,82,False,3803,Purdue
12,School Totals,200,35,63,.556,31,44,.705,4,19,.211,17,23,.739,12,31,43,21,6,4,11,13,91,False,3804,Purdue
12,School Totals,200,34,67,.507,22,38,.579,12,29,.414,9,10,.900,4,27,31,27,7,6,13,13,89,False,2940,Purdue
10,School Totals,225,30,75,.400,21,47,.447,9,28,.321,13,15,.867,14,27,41,17,1,0,14,16,82,False,3187,Purdue
10,School Totals,200,27,63,.429,19,40,.475,8,23,.348,14,20,.700,13,28,41,11,2,1,12,18,76,False,1760,Purdue
10,School Totals,200,24,46,.522,17,31,.548,7,15,.467,11,12,.917,6,25,31,16,3,4,18,15,66,False,3805,Purdue
9,School Totals,200,23,53,.434,12,25,.480,11,28,.393,21,25,.840,7,20,27,18,5,1,11,16,78,False,2942,Purdue
13,School Totals,200,32,53,.604,25,38,.658,7,15,.467,20,22,.909,2,29,31,22,1,5,10,20,91,False,2673,Purdue
13,School Totals,200,30,53,.566,22,33,.667,8,20,.400,9,15,.600,7,30,37,23,6,5,16,12,77,False,2066,Purdue
9,School Totals,200,26,53,.491,15,32,.469,11,21,.524,21,24,.875,11,24,35,21,4,0,13,14,84,False,1416,Purdue
9,School Totals,200,27,62,.435,13,38,.342,14,24,.583,12,13,.923,10,24,34,17,8,2,11,21,80,False,3430,Purdue
12,School Totals,200,24,50,.480,12,27,.444,12,23,.522,20,25,.800,8,32,40,17,4,3,12,20,80,False,3623,Purdue
9,School Totals,200,24,63,.381,15,41,.366,9,22,.409,16,19,.842,8,28,36,10,8,2,10,20,73,False,650,Purdue
9,School Totals,200,23,54,.426,17,33,.515,6,21,.286,17,24,.708,10,23,33,11,7,2,12,19,69,False,260,Purdue
12,School Totals,200,29,61,.475,21,34,.618,8,27,.296,8,13,.615,12,32,44,17,8,5,14,11,74,False,2399,Purdue
12,School Totals,200,27,53,.509,22,38,.579,5,15,.333,21,25,.840,1,24,25,18,5,1,10,12,80,False,1420,Purdue
9,School Totals,225,23,58,.397,11,32,.344,12,26,.462,16,19,.842,6,27,33,19,7,2,17,13,74,False,2072,Purdue
9,School Totals,200,30,61,.492,25,45,.556,5,16,.313,5,8,.625,10,19,29,9,4,1,10,16,70,False,1038,Purdue
9,School Totals,200,25,52,.481,17,34,.500,8,18,.444,28,33,.848,7,20,27,13,5,3,10,20,86,False,265,Purdue
9,School Totals,200,24,54,.444,20,35,.571,4,19,.211,17,19,.895,6,24,30,16,5,2,8,13,69,False,3625,Purdue
10,School Totals,225,28,61,.459,20,42,.476,8,19,.421,6,13,.462,9,26,35,17,9,2,15,19,70,False,1042,Purdue
9,School Totals,200,31,60,.517,22,40,.550,9,20,.450,9,14,.643,10,28,38,16,2,6,10,15,80,False,3806,Purdue
9,School Totals,200,31,64,.484,23,38,.605,8,26,.308,10,15,.667,8,29,37,27,6,1,10,15,80,False,3807,Purdue
12,School Totals,200,24,56,.429,14,29,.483,10,27,.370,8,12,.667,7,20,27,17,6,0,16,18,66,False,3808,Purdue
13,School Totals,200,36,61,.590,27,42,.643,9,19,.474,24,32,.750,10,24,34,24,8,8,11,15,105,False,3809,Purdue
13,School Totals,200,40,66,.606,28,38,.737,12,28,.429,19,28,.679,13,41,54,24,6,9,14,22,111,False,3810,Purdue
11,School Totals,200,32,56,.571,28,44,.636,4,12,.333,18,23,.783,6,26,32,19,5,5,10,18,86,False,3811,Purdue
13,School Totals,200,38,74,.514,19,43,.442,19,31,.613,11,17,.647,12,28,40,23,11,5,9,16,106,False,3812,Purdue
10,School Totals,225,22,59,.373,12,32,.375,10,27,.370,21,25,.840,7,29,36,13,7,4,17,16,75,False,3813,Purdue
10,School Totals,200,24,59,.407,16,32,.500,8,27,.296,17,20,.850,9,21,30,17,6,3,13,21,73,False,3814,Purdue
13,School Totals,200,31,54,.574,20,32,.625,11,22,.500,16,21,.762,6,26,32,19,6,7,14,19,89,False,3815,Purdue
11,School Totals,200,19,57,.333,14,34,.412,5,23,.217,23,32,.719,7,27,34,9,5,5,11,16,66,False,3816,Purdue
11,School Totals,200,27,53,.509,18,33,.545,9,20,.450,17,19,.895,6,27,33,17,4,7,9,23,80,False,669,Purdue
10,School Totals,200,26,53,.491,20,35,.571,6,18,.333,16,24,.667,9,22,31,15,2,5,7,9,74,False,3636,Purdue
13,School Totals,200,28,62,.452,21,41,.512,7,21,.333,17,24,.708,7,29,36,16,7,7,9,9,80,False,3817,Purdue
13,School Totals,200,31,57,.544,23,31,.742,8,26,.308,16,17,.941,6,23,29,20,11,3,13,11,86,False,3818,Purdue
9,School Totals,200,27,51,.529,18,30,.600,9,21,.429,19,24,.792,5,24,29,14,8,10,18,14,82,False,3819,Purdue
12,School Totals,200,34,58,.586,19,32,.594,15,26,.577,14,22,.636,4,28,32,25,9,8,9,15,97,False,3820,Purdue
12,School Totals,200,35,67,.522,23,40,.575,12,27,.444,16,22,.727,15,34,49,18,5,9,11,16,98,False,3821,Purdue
12,School Totals,200,26,53,.491,16,30,.533,10,23,.435,20,28,.714,10,34,44,13,2,5,16,18,82,False,2417,Purdue
11,School Totals,200,27,61,.443,21,40,.525,6,21,.286,14,18,.778,12,25,37,17,7,6,14,15,74,False,3446,Purdue
10,School Totals,200,27,57,.474,15,36,.417,12,21,.571,4,7,.571,8,21,29,14,5,3,8,14,70,False,1064,Purdue
11,School Totals,200,29,61,.475,15,26,.577,14,35,.400,9,10,.900,7,33,40,24,6,4,11,11,81,False,3208,Purdue
11,School Totals,200,30,58,.517,16,36,.444,14,22,.636,4,10,.400,4,19,23,20,14,7,9,12,78,False,3822,Purdue
12,School Totals,200,33,59,.559,13,26,.500,20,33,.606,1,4,.250,7,18,25,23,4,5,9,17,87,False,2962,Purdue
10,School Totals,200,31,50,.620,20,30,.667,11,20,.550,19,23,.826,4,14,18,22,7,6,10,11,92,False,1068,Purdue
10,School Totals,200,27,56,.482,22,38,.579,5,18,.278,15,18,.833,5,21,26,16,4,2,7,15,74,False,291,Purdue
10,School Totals,200,26,58,.448,19,36,.528,7,22,.318,16,23,.696,8,23,31,16,6,2,4,16,75,False,683,Purdue
10,School Totals,200,23,51,.451,16,30,.533,7,21,.333,25,29,.862,4,16,20,13,5,2,8,14,78,False,2422,Purdue
10,School Totals,200,20,47,.426,12,27,.444,8,20,.400,15,19,.789,2,26,28,14,5,4,12,14,63,False,1793,Purdue
10,School Totals,200,26,64,.406,20,45,.444,6,19,.316,7,10,.700,7,23,30,16,2,3,3,12,65,False,1449,Purdue
10,School Totals,200,19,48,.396,15,31,.484,4,17,.235,11,17,.647,2,29,31,7,2,3,13,18,53,False,3823,Purdue
9,School Totals,200,26,53,.491,19,33,.576,7,20,.350,17,27,.630,8,18,26,13,9,4,9,18,76,False,2098,Purdue
9,School Totals,200,28,48,.583,17,25,.680,11,23,.478,26,31,.839,6,26,32,13,4,4,13,13,93,False,2704,Purdue
12,School Totals,200,32,62,.516,20,37,.541,12,25,.480,8,12,.667,8,21,29,16,9,9,5,12,84,False,3212,Purdue
10,School Totals,200,27,50,.540,14,20,.700,13,30,.433,15,21,.714,6,21,27,19,3,2,9,15,82,False,2427,Purdue
10,School Totals,200,26,50,.520,15,29,.517,11,21,.524,15,22,.682,7,23,30,11,2,4,11,22,78,False,2101,Purdue
10,School Totals,200,25,55,.455,21,38,.553,4,17,.235,12,17,.706,7,28,35,8,2,1,11,21,66,False,1079,Purdue
12,School Totals,200,23,59,.390,14,37,.378,9,22,.409,19,27,.704,9,32,41,10,5,4,9,18,74,False,3824,Purdue
10,School Totals,200,26,52,.500,15,28,.536,11,24,.458,13,18,.722,7,17,24,12,3,3,8,15,76,False,3825,Purdue
10,School Totals,200,26,58,.448,19,40,.475,7,18,.389,6,6,1.000,8,20,28,8,5,2,17,19,65,False,3826,Purdue
13,School Totals,200,32,59,.542,18,29,.621,14,30,.467,12,15,.800,8,28,36,17,4,3,13,17,90,False,3827,Purdue
11,School Totals,198,30,69,.435,23,37,.622,7,32,.219,17,24,.708,18,19,37,17,4,5,11,22,84,False,3828,Purdue
13,School Totals,200,36,66,.545,23,35,.657,13,31,.419,7,10,.700,10,24,34,16,8,5,12,18,92,False,3829,Purdue
13,School Totals,200,28,67,.418,15,33,.455,13,34,.382,10,13,.769,15,26,41,14,3,1,10,11,79,False,3830,Purdue
10,School Totals,200,31,61,.508,17,28,.607,14,33,.424,7,11,.636,11,19,30,18,7,1,13,21,83,False,3831,Purdue
13,School Totals,200,26,58,.448,14,31,.452,12,27,.444,20,23,.870,13,27,40,18,9,9,13,15,84,False,3832,Purdue
11,School Totals,200,22,51,.431,11,21,.524,11,30,.367,17,25,.680,9,20,29,11,5,0,20,19,72,False,3833,Purdue
11,School Totals,200,22,62,.355,13,38,.342,9,24,.375,4,6,.667,12,20,32,12,4,3,9,12,57,False,1093,Purdue
11,School Totals,200,20,50,.400,11,24,.458,9,26,.346,13,16,.813,7,18,25,11,8,7,16,15,62,False,700,Purdue
10,School Totals,200,27,65,.415,18,33,.545,9,32,.281,5,7,.714,7,19,26,6,6,3,6,19,68,False,3834,Purdue
11,School Totals,200,30,70,.429,21,41,.512,9,29,.310,11,18,.611,12,25,37,17,5,2,7,21,80,False,3835,Purdue
13,School Totals,200,34,60,.567,20,31,.645,14,29,.483,13,16,.813,4,29,33,23,9,5,10,16,95,False,3836,Purdue
11,School Totals,200,24,55,.436,17,33,.515,7,22,.318,18,24,.750,9,31,40,9,5,5,10,10,73,False,3837,Purdue
11,School Totals,200,33,62,.532,24,38,.632,9,24,.375,11,12,.917,9,17,26,22,4,3,7,18,86,False,2980,Purdue
11,School Totals,200,20,64,.313,13,33,.394,7,31,.226,12,22,.545,18,15,33,12,7,2,9,17,59,False,1472,Purdue
10,School Totals,225,28,66,.424,17,41,.415,11,25,.440,17,30,.567,15,22,37,12,10,3,8,19,84,False,3838,Purdue
12,School Totals,200,32,64,.500,18,36,.500,14,28,.500,11,16,.688,11,25,36,20,10,5,8,17,89,False,2440,Purdue
11,School Totals,200,27,55,.491,20,33,.606,7,22,.318,9,13,.692,7,26,33,17,10,7,11,20,70,False,318,Purdue
11,School Totals,200,23,48,.479,11,24,.458,12,24,.500,21,25,.840,8,20,28,13,8,3,18,17,79,False,1815,Purdue
10,School Totals,200,24,64,.375,12,36,.333,12,28,.429,13,15,.867,13,24,37,14,7,5,8,15,73,False,1476,Purdue
11,School Totals,225,32,58,.552,16,29,.552,16,29,.552,19,21,.905,5,26,31,16,3,5,9,27,99,False,2123,Purdue
10,School Totals,200,29,61,.475,24,37,.649,5,24,.208,10,17,.588,10,23,33,15,5,6,7,14,73,False,3226,Purdue
10,School Totals,200,27,53,.509,19,33,.576,8,20,.400,19,21,.905,12,27,39,12,8,7,8,17,81,False,3462,Purdue
11,School Totals,200,20,71,.282,13,38,.342,7,33,.212,9,14,.643,13,23,36,5,6,3,3,17,56,False,715,Purdue
11,School Totals,200,22,42,.524,13,26,.500,9,16,.563,23,28,.821,6,25,31,16,10,4,23,20,76,False,2125,Purdue
11,School Totals,200,19,60,.317,13,30,.433,6,30,.200,4,9,.444,10,25,35,7,7,5,10,18,48,False,326,Purdue
11,School Totals,200,23,61,.377,17,35,.486,6,26,.231,23,26,.885,15,27,42,11,2,5,9,19,75,False,3464,Purdue
10,School Totals,200,27,49,.551,22,34,.647,5,15,.333,14,20,.700,10,25,35,16,8,6,14,15,73,False,2725,Purdue
13,School Totals,200,33,59,.559,22,38,.579,11,21,.524,9,16,.563,9,26,35,17,6,2,8,19,86,False,1822,Purdue
11,School Totals,200,24,68,.353,12,37,.324,12,31,.387,9,18,.500,16,23,39,13,9,3,12,24,69,False,3230,Purdue
10,School Totals,200,23,56,.411,16,32,.500,7,24,.292,17,23,.739,10,24,34,15,6,4,6,14,70,False,3658,Purdue
10,School Totals,200,29,66,.439,23,42,.548,6,24,.250,9,10,.900,12,18,30,20,5,2,9,17,73,False,3231,Purdue
10,School Totals,200,20,53,.377,11,23,.478,9,30,.300,12,18,.667,3,28,31,12,4,2,11,12,61,False,3839,Purdue
13,School Totals,200,29,54,.537,13,24,.542,16,30,.533,13,16,.813,11,26,37,19,3,2,11,13,87,False,3840,Purdue
10,School Totals,225,34,63,.540,19,32,.594,15,31,.484,16,33,.485,9,32,41,16,4,5,8,23,99,False,3841,Purdue
10,School Totals,225,27,55,.491,13,23,.565,14,32,.438,7,10,.700,7,23,30,9,1,5,8,17,75,False,3842,Purdue
10,School Totals,200,31,61,.508,25,42,.595,6,19,.316,11,17,.647,10,25,35,16,8,9,10,14,79,False,3843,Purdue
10,School Totals,200,25,61,.410,17,45,.378,8,16,.500,8,12,.667,12,19,31,12,8,2,13,19,66,False,3844,Purdue
10,School Totals,200,20,59,.339,14,35,.400,6,24,.250,9,21,.429,11,22,33,14,4,4,9,22,55,False,3845,Purdue
14,School Totals,200,35,70,.500,24,34,.706,11,36,.306,12,17,.706,20,24,44,24,7,5,8,10,93,False,3846,Purdue
14,School Totals,200,31,56,.554,23,36,.639,8,20,.400,11,14,.786,3,30,33,23,2,7,6,19,81,False,3847,Purdue
10,School Totals,200,18,44,.409,14,28,.500,4,16,.250,19,29,.655,7,21,28,7,10,2,18,23,59,False,3848,Purdue
10,School Totals,225,21,62,.339,16,38,.421,5,24,.208,13,17,.765,14,29,43,10,6,3,24,24,60,False,3849,Purdue
14,School Totals,200,24,53,.453,11,28,.393,13,25,.520,8,12,.667,9,21,30,13,12,1,7,10,69,False,3850,Purdue
10,School Totals,200,23,59,.390,18,37,.486,5,22,.227,7,9,.778,7,28,35,14,5,2,6,10,58,False,3666,Purdue
10,School Totals,200,24,79,.304,18,44,.409,6,35,.171,2,5,.400,18,29,47,12,5,7,9,15,56,False,3477,Purdue
13,School Totals,200,25,51,.490,18,33,.545,7,18,.389,12,18,.667,5,27,32,14,7,0,11,19,69,False,3851,Purdue
9,School Totals,200,19,57,.333,10,37,.270,9,20,.450,14,20,.700,11,17,28,11,6,2,12,26,61,False,3852,Purdue
14,School Totals,200,37,68,.544,23,36,.639,14,32,.438,9,11,.818,13,23,36,24,11,4,15,19,97,False,3853,Purdue
9,School Totals,250,29,68,.426,18,43,.419,11,25,.440,14,23,.609,14,26,40,20,6,3,15,20,83,False,3243,Purdue
14,School Totals,200,15,60,.250,12,43,.279,3,17,.176,4,10,.400,8,20,28,6,3,2,11,10,37,False,2740,Purdue
10,School Totals,250,29,71,.408,23,52,.442,6,19,.316,14,19,.737,12,30,42,7,2,4,15,23,78,False,1133,Purdue
14,School Totals,200,26,57,.456,18,35,.514,8,22,.364,11,18,.611,10,22,32,16,8,7,6,15,71,False,1505,Purdue
10,School Totals,200,20,56,.357,17,39,.436,3,17,.176,7,7,1.000,12,20,32,7,8,2,9,12,50,False,741,Purdue
10,School Totals,200,23,56,.411,20,48,.417,3,8,.375,13,21,.619,10,8,18,8,6,3,5,18,62,False,2743,Purdue
14,School Totals,200,27,60,.450,18,41,.439,9,19,.474,7,9,.778,15,24,39,15,8,5,11,10,70,False,3854,Purdue
10,School Totals,200,25,61,.410,19,39,.487,6,22,.273,7,10,.700,12,19,31,11,7,4,17,25,63,False,2466,Purdue
10,School Totals,200,22,52,.423,13,28,.464,9,24,.375,8,12,.667,7,20,27,11,5,2,10,11,61,False,3670,Purdue
14,School Totals,200,41,65,.631,22,31,.710,19,34,.559,3,8,.375,8,22,30,29,10,2,9,17,104,False,3004,Purdue
10,School Totals,200,25,52,.481,17,36,.472,8,16,.500,16,24,.667,8,19,27,14,6,4,10,14,74,False,358,Purdue
10,School Totals,200,28,61,.459,24,44,.545,4,17,.235,16,25,.640,9,18,27,12,6,2,7,21,76,False,2149,Purdue
10,School Totals,200,19,54,.352,15,34,.441,4,20,.200,10,11,.909,7,18,25,8,9,3,16,21,52,False,1847,Purdue
10,School Totals,200,25,63,.397,18,44,.409,7,19,.368,8,10,.800,15,21,36,13,5,1,9,24,65,False,3855,Purdue
10,School Totals,200,25,63,.397,21,47,.447,4,16,.250,9,12,.750,11,29,40,8,1,4,12,19,63,False,1144,Purdue
10,School Totals,200,21,56,.375,19,39,.487,2,17,.118,13,18,.722,12,27,39,9,8,3,11,18,57,False,363,Purdue
10,School Totals,200,25,67,.373,17,40,.425,8,27,.296,19,22,.864,17,25,42,21,8,4,14,19,77,False,3007,Purdue
10,School Totals,225,22,65,.338,15,36,.417,7,29,.241,17,21,.810,12,27,39,14,5,6,11,17,68,False,2470,Purdue
10,School Totals,200,31,53,.585,22,35,.629,9,18,.500,6,11,.545,4,24,28,20,5,2,15,18,77,False,3856,Purdue
9,School Totals,200,26,58,.448,17,37,.459,9,21,.429,9,11,.818,12,22,34,11,4,3,21,16,70,False,3857,Purdue
12,School Totals,200,33,60,.550,16,28,.571,17,32,.531,10,11,.909,12,26,38,27,4,1,12,14,93,False,3858,Purdue
9,School Totals,200,19,54,.352,13,31,.419,6,23,.261,24,37,.649,9,20,29,13,4,1,9,21,68,False,3859,Purdue
10,School Totals,200,21,60,.350,17,35,.486,4,25,.160,8,10,.800,11,25,36,11,8,2,13,23,54,False,3860,Purdue
10,School Totals,200,30,54,.556,24,38,.632,6,16,.375,14,21,.667,11,25,36,22,3,8,18,13,80,False,3861,Purdue
11,School Totals,200,25,53,.472,19,33,.576,6,20,.300,11,13,.846,7,26,33,16,9,3,15,19,67,False,1856,Purdue
11,School Totals,200,32,65,.492,18,37,.486,14,28,.500,10,15,.667,10,27,37,20,6,2,5,18,88,False,3862,Purdue
11,School Totals,200,23,58,.397,15,33,.455,8,25,.320,1,3,.333,8,24,32,17,6,3,14,16,55,False,3015,Purdue
11,School Totals,200,26,57,.456,16,35,.457,10,22,.455,11,17,.647,9,29,38,16,3,3,9,18,73,False,761,Purdue
11,School Totals,200,29,59,.492,22,33,.667,7,26,.269,11,14,.786,9,22,31,14,2,2,8,15,76,False,2476,Purdue
11,School Totals,200,22,56,.393,15,40,.375,7,16,.438,7,12,.583,5,27,32,11,3,4,14,20,58,False,2756,Purdue
11,School Totals,200,19,56,.339,16,32,.500,3,24,.125,14,19,.737,11,20,31,9,2,3,11,21,55,False,1527,Purdue
11,School Totals,200,25,47,.532,14,30,.467,11,17,.647,20,31,.645,6,30,36,15,3,1,14,24,81,False,381,Purdue
11,School Totals,200,25,62,.403,19,30,.633,6,32,.188,24,33,.727,13,30,43,12,5,7,11,16,80,False,2160,Purdue
11,School Totals,200,26,54,.481,21,34,.618,5,20,.250,10,17,.588,7,26,33,4,5,1,10,18,67,False,1865,Purdue
10,School Totals,200,20,65,.308,18,53,.340,2,12,.167,11,15,.733,18,21,39,11,6,6,14,16,53,False,1159,Purdue
10,School Totals,200,27,57,.474,19,42,.452,8,15,.533,19,24,.792,15,25,40,11,8,2,10,18,81,False,3258,Purdue
10,School Totals,200,22,50,.440,18,33,.545,4,17,.235,12,15,.800,10,22,32,9,3,1,14,15,60,False,770,Purdue
10,School Totals,200,22,54,.407,14,31,.452,8,23,.348,23,24,.958,8,24,32,14,10,4,9,15,75,False,3677,Purdue
11,School Totals,200,27,62,.435,25,45,.556,2,17,.118,12,16,.750,12,23,35,15,6,5,9,14,68,False,3260,Purdue
