,G,Date,season_end,Type,TEAM,Opponent,Conf,Tm,Opp,Won,OT,W,L,Streak,Arena,game_id,link
5038,1,2016-11-11,2017,REG,Purdue,McNeese State,Southland,109,65,True,,1,0,W 1,Mackey Arena,3792,https://www.sports-reference.com/cbb/boxscores/2016-11-11-purdue.html
5039,2,2016-11-14,2017,REG,Purdue,Villanova,Big East,76,79,False,,1,1,L 1,Mackey Arena,3793,https://www.sports-reference.com/cbb/boxscores/2016-11-14-purdue.html
5040,3,2016-11-18,2017,REG,Purdue,Georgia State,Sun Belt,64,56,True,,2,1,W 1,Mackey Arena,3794,https://www.sports-reference.com/cbb/boxscores/2016-11-18-purdue.html
5041,4,2016-11-22,2017,REG,Purdue,Utah State,MWC,85,64,True,,3,1,W 2,Hard Rock Hotel Riviera Maya,3795,https://www.sports-reference.com/cbb/boxscores/2016-11-22-utah-state.html
5042,5,2016-11-23,2017,REG,Purdue,Auburn,SEC,96,71,True,,4,1,W 3,Hard Rock Hotel Riviera Maya,3796,https://www.sports-reference.com/cbb/boxscores/2016-11-23-purdue.html
5043,6,2016-11-26,2017,REG,Purdue,NJIT,A-Sun,79,68,True,,5,1,W 4,Mackey Arena,3797,https://www.sports-reference.com/cbb/boxscores/2016-11-26-purdue.html
5044,7,2016-11-30,2017,REG,Purdue,Louisville,ACC,64,71,False,,5,2,L 1,KFC Yum! Center,3798,https://www.sports-reference.com/cbb/boxscores/2016-11-30-louisville.html
5045,8,2016-12-03,2017,REG,Purdue,Morehead State,OVC,90,56,True,,6,2,W 1,Mackey Arena,3799,https://www.sports-reference.com/cbb/boxscores/2016-12-03-purdue.html
5046,9,2016-12-06,2017,REG,Purdue,Arizona State,Pac-12,97,64,True,,7,2,W 2,Madison Square Garden (IV),3800,https://www.sports-reference.com/cbb/boxscores/2016-12-06-arizona-state.html
5047,10,2016-12-10,2017,REG,Purdue,Cleveland State,Horizon,77,53,True,,8,2,W 3,Mackey Arena,3801,https://www.sports-reference.com/cbb/boxscores/2016-12-10-purdue.html
5048,11,2016-12-17,2017,REG,Purdue,Notre Dame,ACC,86,81,True,,9,2,W 4,Bankers Life Fieldhouse,3802,https://www.sports-reference.com/cbb/boxscores/2016-12-17-notre-dame.html
5049,12,2016-12-19,2017,REG,Purdue,Western Illinois,Summit,82,50,True,,10,2,W 5,Mackey Arena,3803,https://www.sports-reference.com/cbb/boxscores/2016-12-19-purdue.html
5050,13,2016-12-21,2017,REG,Purdue,Norfolk State,MEAC,91,45,True,,11,2,W 6,Mackey Arena,3804,https://www.sports-reference.com/cbb/boxscores/2016-12-21-purdue.html
5051,14,2016-12-28,2017,REG,Purdue,Iowa,Big Ten,89,67,True,,12,2,W 7,Mackey Arena,2940,https://www.sports-reference.com/cbb/boxscores/2016-12-28-purdue.html
5052,15,2017-01-01,2017,REG,Purdue,Minnesota,Big Ten,82,91,False,OT,12,3,L 1,Mackey Arena,3187,https://www.sports-reference.com/cbb/boxscores/2017-01-01-purdue.html
5053,16,2017-01-05,2017,REG,Purdue,Ohio State,Big Ten,76,75,True,,13,3,W 1,Value City Arena,1760,https://www.sports-reference.com/cbb/boxscores/2017-01-05-ohio-state.html
5054,17,2017-01-08,2017,REG,Purdue,Wisconsin,Big Ten,66,55,True,,14,3,W 2,Mackey Arena,3805,https://www.sports-reference.com/cbb/boxscores/2017-01-08-purdue.html
5055,18,2017-01-12,2017,REG,Purdue,Iowa,Big Ten,78,83,False,,14,4,L 1,Carver-Hawkeye Arena,2942,https://www.sports-reference.com/cbb/boxscores/2017-01-12-iowa.html
5056,19,2017-01-17,2017,REG,Purdue,Illinois,Big Ten,91,68,True,,15,4,W 1,Mackey Arena,2673,https://www.sports-reference.com/cbb/boxscores/2017-01-17-purdue.html
5057,20,2017-01-21,2017,REG,Purdue,Penn State,Big Ten,77,52,True,,16,4,W 2,Mackey Arena,2066,https://www.sports-reference.com/cbb/boxscores/2017-01-21-purdue.html
5058,21,2017-01-24,2017,REG,Purdue,Michigan State,Big Ten,84,73,True,,17,4,W 3,Breslin Events Center,1416,https://www.sports-reference.com/cbb/boxscores/2017-01-24-michigan-state.html
5059,22,2017-01-29,2017,REG,Purdue,Nebraska,Big Ten,80,83,False,,17,5,L 1,Pinnacle Bank Arena,3430,https://www.sports-reference.com/cbb/boxscores/2017-01-29-nebraska.html
5060,23,2017-02-01,2017,REG,Purdue,Northwestern,Big Ten,80,59,True,,18,5,W 1,Mackey Arena,3623,https://www.sports-reference.com/cbb/boxscores/2017-02-01-purdue.html
5061,24,2017-02-04,2017,REG,Purdue,Maryland,Big Ten,73,72,True,,19,5,W 2,Xfinity Center,650,https://www.sports-reference.com/cbb/boxscores/2017-02-04-maryland.html
5062,25,2017-02-09,2017,REG,Purdue,Indiana,Big Ten,69,64,True,,20,5,W 3,Assembly Hall,260,https://www.sports-reference.com/cbb/boxscores/2017-02-09-indiana.html
5063,26,2017-02-14,2017,REG,Purdue,Rutgers,Big Ten,74,55,True,,21,5,W 4,Mackey Arena,2399,https://www.sports-reference.com/cbb/boxscores/2017-02-14-purdue.html
5064,27,2017-02-18,2017,REG,Purdue,Michigan State,Big Ten,80,63,True,,22,5,W 5,Mackey Arena,1420,https://www.sports-reference.com/cbb/boxscores/2017-02-18-purdue.html
5065,28,2017-02-21,2017,REG,Purdue,Penn State,Big Ten,74,70,True,OT,23,5,W 6,Bryce Jordan Center,2072,https://www.sports-reference.com/cbb/boxscores/2017-02-21-penn-state.html
5066,29,2017-02-25,2017,REG,Purdue,Michigan,Big Ten,70,82,False,,23,6,L 1,Crisler Arena,1038,https://www.sports-reference.com/cbb/boxscores/2017-02-25-michigan.html
5067,30,2017-02-28,2017,REG,Purdue,Indiana,Big Ten,86,75,True,,24,6,W 1,Mackey Arena,265,https://www.sports-reference.com/cbb/boxscores/2017-02-28-purdue.html
5068,31,2017-03-05,2017,REG,Purdue,Northwestern,Big Ten,69,65,True,,25,6,W 2,Welsh-Ryan Arena,3625,https://www.sports-reference.com/cbb/boxscores/2017-03-05-northwestern.html
5069,32,2017-03-10,2017,CTOURN,Purdue,Michigan,Big Ten,70,74,False,OT,25,7,L 1,Verizon Center,1042,https://www.sports-reference.com/cbb/boxscores/2017-03-10-purdue.html
5070,33,2017-03-16,2017,NCAA,Purdue,Vermont,AEC,80,70,True,,26,7,W 1,BMO Harris Bradley Center,3806,https://www.sports-reference.com/cbb/boxscores/2017-03-16-purdue.html
5071,34,2017-03-18,2017,NCAA,Purdue,Iowa State,Big 12,80,76,True,,27,7,W 2,BMO Harris Bradley Center,3807,https://www.sports-reference.com/cbb/boxscores/2017-03-18-purdue.html
5072,35,2017-03-23,2017,NCAA,Purdue,Kansas,Big 12,66,98,False,,27,8,L 1,Sprint Center,3808,https://www.sports-reference.com/cbb/boxscores/2017-03-23-kansas.html
5073,1,2017-11-10,2018,REG,Purdue,Southern Illinois-Edwardsville,OVC,105,74,True,,1,0,W 1,Mackey Arena,3809,https://www.sports-reference.com/cbb/boxscores/2017-11-10-20-purdue.html
5074,2,2017-11-12,2018,REG,Purdue,Chicago State,WAC,111,42,True,,2,0,W 2,Mackey Arena,3810,https://www.sports-reference.com/cbb/boxscores/2017-11-12-16-purdue.html
5075,3,2017-11-14,2018,REG,Purdue,Marquette,Big East,86,71,True,,3,0,W 3,BMO Harris Bradley Center,3811,https://www.sports-reference.com/cbb/boxscores/2017-11-14-20-marquette.html
5076,4,2017-11-18,2018,REG,Purdue,Fairfield,MAAC,106,64,True,,4,0,W 4,Mackey Arena,3812,https://www.sports-reference.com/cbb/boxscores/2017-11-18-19-purdue.html
5077,5,2017-11-22,2018,REG,Purdue,Tennessee,SEC,75,78,False,OT,4,1,L 1,Imperial Arena at Atlantis Resort,3813,https://www.sports-reference.com/cbb/boxscores/2017-11-22-12-purdue.html
5078,6,2017-11-23,2018,REG,Purdue,Western Kentucky,CUSA,73,77,False,,4,2,L 2,Imperial Arena at Atlantis Resort,3814,https://www.sports-reference.com/cbb/boxscores/2017-11-23-19-purdue.html
5079,7,2017-11-24,2018,REG,Purdue,Arizona,Pac-12,89,64,True,,5,2,W 1,Imperial Arena at Atlantis Resort,3815,https://www.sports-reference.com/cbb/boxscores/2017-11-24-21-purdue.html
5080,8,2017-11-28,2018,REG,Purdue,Louisville,ACC,66,57,True,,6,2,W 2,Mackey Arena,3816,https://www.sports-reference.com/cbb/boxscores/2017-11-28-20-purdue.html
5081,9,2017-12-01,2018,REG,Purdue,Maryland,Big Ten,80,75,True,,7,2,W 3,Xfinity Center,669,https://www.sports-reference.com/cbb/boxscores/2017-12-01-19-maryland.html
5082,10,2017-12-03,2018,REG,Purdue,Northwestern,Big Ten,74,69,True,,8,2,W 4,Mackey Arena,3636,https://www.sports-reference.com/cbb/boxscores/2017-12-03-16-purdue.html
5083,11,2017-12-07,2018,REG,Purdue,Valparaiso,MVC,80,50,True,,9,2,W 5,Mackey Arena,3817,https://www.sports-reference.com/cbb/boxscores/2017-12-07-18-purdue.html
5084,12,2017-12-10,2018,REG,Purdue,IUPUI,Horizon,86,61,True,,10,2,W 6,Mackey Arena,3818,https://www.sports-reference.com/cbb/boxscores/2017-12-10-19-purdue.html
5085,13,2017-12-16,2018,REG,Purdue,Butler,Big East,82,67,True,,11,2,W 7,Bankers Life Fieldhouse,3819,https://www.sports-reference.com/cbb/boxscores/2017-12-16-12-purdue.html
5086,14,2017-12-21,2018,REG,Purdue,Tennessee State,OVC,97,48,True,,12,2,W 8,Mackey Arena,3820,https://www.sports-reference.com/cbb/boxscores/2017-12-21-18-purdue.html
5087,15,2017-12-30,2018,REG,Purdue,Lipscomb,A-Sun,98,66,True,,13,2,W 9,Mackey Arena,3821,https://www.sports-reference.com/cbb/boxscores/2017-12-30-20-purdue.html
5088,16,2018-01-03,2018,REG,Purdue,Rutgers,Big Ten,82,51,True,,14,2,W 10,Mackey Arena,2417,https://www.sports-reference.com/cbb/boxscores/2018-01-03-19-purdue.html
5089,17,2018-01-06,2018,REG,Purdue,Nebraska,Big Ten,74,62,True,,15,2,W 11,Mackey Arena,3446,https://www.sports-reference.com/cbb/boxscores/2018-01-06-14-purdue.html
5090,18,2018-01-09,2018,REG,Purdue,Michigan,Big Ten,70,69,True,,16,2,W 12,Crisler Arena,1064,https://www.sports-reference.com/cbb/boxscores/2018-01-09-21-michigan.html
5091,19,2018-01-13,2018,REG,Purdue,Minnesota,Big Ten,81,47,True,,17,2,W 13,Williams Arena,3208,https://www.sports-reference.com/cbb/boxscores/2018-01-13-12-minnesota.html
5092,20,2018-01-16,2018,REG,Purdue,Wisconsin,Big Ten,78,50,True,,18,2,W 14,Mackey Arena,3822,https://www.sports-reference.com/cbb/boxscores/2018-01-16-19-purdue.html
5093,21,2018-01-20,2018,REG,Purdue,Iowa,Big Ten,87,64,True,,19,2,W 15,Carver-Hawkeye Arena,2962,https://www.sports-reference.com/cbb/boxscores/2018-01-20-12-iowa.html
5094,22,2018-01-25,2018,REG,Purdue,Michigan,Big Ten,92,88,True,,20,2,W 16,Mackey Arena,1068,https://www.sports-reference.com/cbb/boxscores/2018-01-25-19-purdue.html
5095,23,2018-01-28,2018,REG,Purdue,Indiana,Big Ten,74,67,True,,21,2,W 17,Assembly Hall,291,https://www.sports-reference.com/cbb/boxscores/2018-01-28-15-indiana.html
5096,24,2018-01-31,2018,REG,Purdue,Maryland,Big Ten,75,67,True,,22,2,W 18,Mackey Arena,683,https://www.sports-reference.com/cbb/boxscores/2018-01-31-20-purdue.html
5097,25,2018-02-03,2018,REG,Purdue,Rutgers,Big Ten,78,76,True,,23,2,W 19,Louis Brown Athletic Center,2422,https://www.sports-reference.com/cbb/boxscores/2018-02-03-16-rutgers.html
5098,26,2018-02-07,2018,REG,Purdue,Ohio State,Big Ten,63,64,False,,23,3,L 1,Mackey Arena,1793,https://www.sports-reference.com/cbb/boxscores/2018-02-07-20-purdue.html
5099,27,2018-02-10,2018,REG,Purdue,Michigan State,Big Ten,65,68,False,,23,4,L 2,Breslin Events Center,1449,https://www.sports-reference.com/cbb/boxscores/2018-02-10-16-michigan-state.html
5100,28,2018-02-15,2018,REG,Purdue,Wisconsin,Big Ten,53,57,False,,23,5,L 3,Kohl Center,3823,https://www.sports-reference.com/cbb/boxscores/2018-02-15-19-wisconsin.html
5101,29,2018-02-18,2018,REG,Purdue,Penn State,Big Ten,76,73,True,,24,5,W 1,Mackey Arena,2098,https://www.sports-reference.com/cbb/boxscores/2018-02-18-20-purdue.html
5102,30,2018-02-22,2018,REG,Purdue,Illinois,Big Ten,93,86,True,,25,5,W 2,State Farm Center,2704,https://www.sports-reference.com/cbb/boxscores/2018-02-22-19-illinois.html
5103,31,2018-02-25,2018,REG,Purdue,Minnesota,Big Ten,84,60,True,,26,5,W 3,Mackey Arena,3212,https://www.sports-reference.com/cbb/boxscores/2018-02-25-16-purdue.html
5104,32,2018-03-02,2018,CTOURN,Purdue,Rutgers,Big Ten,82,75,True,,27,5,W 4,Madison Square Garden (IV),2427,https://www.sports-reference.com/cbb/boxscores/2018-03-02-21-purdue.html
5105,33,2018-03-03,2018,CTOURN,Purdue,Penn State,Big Ten,78,70,True,,28,5,W 5,Madison Square Garden (IV),2101,https://www.sports-reference.com/cbb/boxscores/2018-03-03-16-purdue.html
5106,34,2018-03-04,2018,CTOURN,Purdue,Michigan,Big Ten,66,75,False,,28,6,L 1,Madison Square Garden (IV),1079,https://www.sports-reference.com/cbb/boxscores/2018-03-04-16-purdue.html
5107,35,2018-03-16,2018,NCAA,Purdue,Cal State Fullerton,Big West,74,48,True,,29,6,W 1,Little Caesars Arena,3824,https://www.sports-reference.com/cbb/boxscores/2018-03-16-12-purdue.html
5108,36,2018-03-18,2018,NCAA,Purdue,Butler,Big East,76,73,True,,30,6,W 2,Little Caesars Arena,3825,https://www.sports-reference.com/cbb/boxscores/2018-03-18-12-purdue.html
5109,37,2018-03-23,2018,NCAA,Purdue,Texas Tech,Big 12,65,78,False,,30,7,L 1,TD Garden,3826,https://www.sports-reference.com/cbb/boxscores/2018-03-23-21-purdue.html
5110,1,2018-11-06,2019,REG,Purdue,Fairfield,MAAC,90,57,True,,1,0,W 1,Mackey Arena,3827,https://www.sports-reference.com/cbb/boxscores/2018-11-06-19-purdue.html
5111,2,2018-11-10,2019,REG,Purdue,Ball State,MAC,84,75,True,,2,0,W 2,Mackey Arena,3828,https://www.sports-reference.com/cbb/boxscores/2018-11-10-20-purdue.html
5112,3,2018-11-15,2019,REG,Purdue,Appalachian State,Sun Belt,92,70,True,,3,0,W 3,TD Arena,3829,https://www.sports-reference.com/cbb/boxscores/2018-11-15-17-appalachian-state.html
5113,4,2018-11-16,2019,REG,Purdue,Davidson,A-10,79,58,True,,4,0,W 4,TD Arena,3830,https://www.sports-reference.com/cbb/boxscores/2018-11-16-18-davidson.html
5114,5,2018-11-18,2019,REG,Purdue,Virginia Tech,ACC,83,89,False,,4,1,L 1,TD Arena,3831,https://www.sports-reference.com/cbb/boxscores/2018-11-18-20-purdue.html
5115,6,2018-11-23,2019,REG,Purdue,Robert Morris,NEC,84,46,True,,5,1,W 1,Mackey Arena,3832,https://www.sports-reference.com/cbb/boxscores/2018-11-23-14-purdue.html
5116,7,2018-11-28,2019,REG,Purdue,Florida State,ACC,72,73,False,,5,2,L 1,Donald L. Tucker Center,3833,https://www.sports-reference.com/cbb/boxscores/2018-11-28-21-florida-state.html
5117,8,2018-12-01,2019,REG,Purdue,Michigan,Big Ten,57,76,False,,5,3,L 2,Crisler Arena,1093,https://www.sports-reference.com/cbb/boxscores/2018-12-01-15-michigan.html
5118,9,2018-12-06,2019,REG,Purdue,Maryland,Big Ten,62,60,True,,6,3,W 1,Mackey Arena,700,https://www.sports-reference.com/cbb/boxscores/2018-12-06-19-purdue.html
5119,10,2018-12-09,2019,REG,Purdue,Texas,Big 12,68,72,False,,6,4,L 1,Frank Erwin Center,3834,https://www.sports-reference.com/cbb/boxscores/2018-12-09-18-texas.html
5120,11,2018-12-15,2019,REG,Purdue,Notre Dame,ACC,80,88,False,,6,5,L 2,Bankers Life Fieldhouse,3835,https://www.sports-reference.com/cbb/boxscores/2018-12-15-13-purdue.html
5121,12,2018-12-20,2019,REG,Purdue,Ohio,MAC,95,67,True,,7,5,W 1,Mackey Arena,3836,https://www.sports-reference.com/cbb/boxscores/2018-12-20-19-purdue.html
5122,13,2018-12-29,2019,REG,Purdue,Belmont,OVC,73,62,True,,8,5,W 2,Mackey Arena,3837,https://www.sports-reference.com/cbb/boxscores/2018-12-29-16-purdue.html
5123,14,2019-01-03,2019,REG,Purdue,Iowa,Big Ten,86,70,True,,9,5,W 3,Mackey Arena,2980,https://www.sports-reference.com/cbb/boxscores/2019-01-03-19-purdue.html
5124,15,2019-01-08,2019,REG,Purdue,Michigan State,Big Ten,59,77,False,,9,6,L 1,Breslin Events Center,1472,https://www.sports-reference.com/cbb/boxscores/2019-01-08-21-michigan-state.html
5125,16,2019-01-11,2019,REG,Purdue,Wisconsin,Big Ten,84,80,True,OT,10,6,W 1,Kohl Center,3838,https://www.sports-reference.com/cbb/boxscores/2019-01-11-21-wisconsin.html
5126,17,2019-01-15,2019,REG,Purdue,Rutgers,Big Ten,89,54,True,,11,6,W 2,Mackey Arena,2440,https://www.sports-reference.com/cbb/boxscores/2019-01-15-19-purdue.html
5127,18,2019-01-19,2019,REG,Purdue,Indiana,Big Ten,70,55,True,,12,6,W 3,Mackey Arena,318,https://www.sports-reference.com/cbb/boxscores/2019-01-19-14-purdue.html
5128,19,2019-01-23,2019,REG,Purdue,Ohio State,Big Ten,79,67,True,,13,6,W 4,Value City Arena,1815,https://www.sports-reference.com/cbb/boxscores/2019-01-23-19-ohio-state.html
5129,20,2019-01-27,2019,REG,Purdue,Michigan State,Big Ten,73,63,True,,14,6,W 5,Mackey Arena,1476,https://www.sports-reference.com/cbb/boxscores/2019-01-27-13-purdue.html
5130,21,2019-01-31,2019,REG,Purdue,Penn State,Big Ten,99,90,True,OT,15,6,W 6,Bryce Jordan Center,2123,https://www.sports-reference.com/cbb/boxscores/2019-01-31-19-penn-state.html
5131,22,2019-02-03,2019,REG,Purdue,Minnesota,Big Ten,73,63,True,,16,6,W 7,Mackey Arena,3226,https://www.sports-reference.com/cbb/boxscores/2019-02-03-12-purdue.html
5132,23,2019-02-09,2019,REG,Purdue,Nebraska,Big Ten,81,62,True,,17,6,W 8,Mackey Arena,3462,https://www.sports-reference.com/cbb/boxscores/2019-02-09-20-purdue.html
5133,24,2019-02-12,2019,REG,Purdue,Maryland,Big Ten,56,70,False,,17,7,L 1,Xfinity Center,715,https://www.sports-reference.com/cbb/boxscores/2019-02-12-18-maryland.html
5134,25,2019-02-16,2019,REG,Purdue,Penn State,Big Ten,76,64,True,,18,7,W 1,Mackey Arena,2125,https://www.sports-reference.com/cbb/boxscores/2019-02-16-16-purdue.html
5135,26,2019-02-19,2019,REG,Purdue,Indiana,Big Ten,48,46,True,,19,7,W 2,Assembly Hall,326,https://www.sports-reference.com/cbb/boxscores/2019-02-19-19-indiana.html
5136,27,2019-02-23,2019,REG,Purdue,Nebraska,Big Ten,75,72,True,,20,7,W 3,Pinnacle Bank Arena,3464,https://www.sports-reference.com/cbb/boxscores/2019-02-23-14-nebraska.html
5137,28,2019-02-27,2019,REG,Purdue,Illinois,Big Ten,73,56,True,,21,7,W 4,Mackey Arena,2725,https://www.sports-reference.com/cbb/boxscores/2019-02-27-20-purdue.html
5138,29,2019-03-02,2019,REG,Purdue,Ohio State,Big Ten,86,51,True,,22,7,W 5,Mackey Arena,1822,https://www.sports-reference.com/cbb/boxscores/2019-03-02-14-purdue.html
5139,30,2019-03-05,2019,REG,Purdue,Minnesota,Big Ten,69,73,False,,22,8,L 1,Williams Arena,3230,https://www.sports-reference.com/cbb/boxscores/2019-03-05-20-minnesota.html
5140,31,2019-03-09,2019,REG,Purdue,Northwestern,Big Ten,70,57,True,,23,8,W 1,Welsh-Ryan Arena,3658,https://www.sports-reference.com/cbb/boxscores/2019-03-09-14-northwestern.html
5141,32,2019-03-15,2019,CTOURN,Purdue,Minnesota,Big Ten,73,75,False,,23,9,L 1,United Center,3231,https://www.sports-reference.com/cbb/boxscores/2019-03-15-19-purdue.html
5142,33,2019-03-21,2019,NCAA,Purdue,Old Dominion,CUSA,61,48,True,,24,9,W 1,XL Center,3839,https://www.sports-reference.com/cbb/boxscores/2019-03-21-21-purdue.html
5143,34,2019-03-23,2019,NCAA,Purdue,Villanova,Big East,87,61,True,,25,9,W 2,XL Center,3840,https://www.sports-reference.com/cbb/boxscores/2019-03-23-20-purdue.html
5144,35,2019-03-28,2019,NCAA,Purdue,Tennessee,SEC,99,94,True,OT,26,9,W 3,KFC Yum! Center,3841,https://www.sports-reference.com/cbb/boxscores/2019-03-28-19-tennessee.html
5145,36,2019-03-30,2019,NCAA,Purdue,Virginia,ACC,75,80,False,OT,26,10,L 1,KFC Yum! Center,3842,https://www.sports-reference.com/cbb/boxscores/2019-03-30-20-virginia.html
5146,1,2019-11-06,2020,REG,Purdue,Green Bay,Horizon,79,57,True,,1,0,W 1,Mackey Arena,3843,https://www.sports-reference.com/cbb/boxscores/2019-11-06-19-purdue.html
5147,2,2019-11-09,2020,REG,Purdue,Texas,Big 12,66,70,False,,1,1,L 1,Mackey Arena,3844,https://www.sports-reference.com/cbb/boxscores/2019-11-09-19-purdue.html
5148,3,2019-11-13,2020,REG,Purdue,Marquette,Big East,55,65,False,,1,2,L 2,Fiserv Forum,3845,https://www.sports-reference.com/cbb/boxscores/2019-11-13-21-marquette.html
5149,4,2019-11-16,2020,REG,Purdue,Chicago State,WAC,93,49,True,,2,2,W 1,Mackey Arena,3846,https://www.sports-reference.com/cbb/boxscores/2019-11-16-14-purdue.html
5150,5,2019-11-23,2020,REG,Purdue,Jacksonville State,OVC,81,49,True,,3,2,W 2,Mackey Arena,3847,https://www.sports-reference.com/cbb/boxscores/2019-11-23-20-purdue.html
5151,6,2019-11-29,2020,REG,Purdue,Virginia Commonwealth,A-10,59,56,True,,4,2,W 3,The Arena,3848,https://www.sports-reference.com/cbb/boxscores/2019-11-29-21-purdue.html
5152,7,2019-11-30,2020,REG,Purdue,Florida State,ACC,60,63,False,OT,4,3,L 1,The Arena,3849,https://www.sports-reference.com/cbb/boxscores/2019-11-30-19-purdue.html
5153,8,2019-12-04,2020,REG,Purdue,Virginia,ACC,69,40,True,,5,3,W 1,Mackey Arena,3850,https://www.sports-reference.com/cbb/boxscores/2019-12-04-19-purdue.html
5154,9,2019-12-08,2020,REG,Purdue,Northwestern,Big Ten,58,44,True,,6,3,W 2,Mackey Arena,3666,https://www.sports-reference.com/cbb/boxscores/2019-12-08-17-purdue.html
5155,10,2019-12-15,2020,REG,Purdue,Nebraska,Big Ten,56,70,False,,6,4,L 1,Pinnacle Bank Arena,3477,https://www.sports-reference.com/cbb/boxscores/2019-12-15-16-nebraska.html
5156,11,2019-12-17,2020,REG,Purdue,Ohio,MAC,69,51,True,,7,4,W 1,Convocation Center,3851,https://www.sports-reference.com/cbb/boxscores/2019-12-17-21-ohio.html
5157,12,2019-12-21,2020,REG,Purdue,Butler,Big East,61,70,False,,7,5,L 1,Bankers Life Fieldhouse,3852,https://www.sports-reference.com/cbb/boxscores/2019-12-21-14-purdue.html
5158,13,2019-12-28,2020,REG,Purdue,Central Michigan,MAC,97,62,True,,8,5,W 1,Mackey Arena,3853,https://www.sports-reference.com/cbb/boxscores/2019-12-28-12-purdue.html
5159,14,2020-01-02,2020,REG,Purdue,Minnesota,Big Ten,83,78,True,2OT,9,5,W 2,Mackey Arena,3243,https://www.sports-reference.com/cbb/boxscores/2020-01-02-19-purdue.html
5160,15,2020-01-05,2020,REG,Purdue,Illinois,Big Ten,37,63,False,,9,6,L 1,State Farm Center,2740,https://www.sports-reference.com/cbb/boxscores/2020-01-05-20-illinois.html
5161,16,2020-01-09,2020,REG,Purdue,Michigan,Big Ten,78,84,False,2OT,9,7,L 2,Crisler Arena,1133,https://www.sports-reference.com/cbb/boxscores/2020-01-09-19-michigan.html
5162,17,2020-01-12,2020,REG,Purdue,Michigan State,Big Ten,71,42,True,,10,7,W 1,Mackey Arena,1505,https://www.sports-reference.com/cbb/boxscores/2020-01-12-12-purdue.html
